id,review,sentiment,bio_tagged_review
692,প্রোডাক্ট আশানুরূপ। প্যানটিন শ্যাম্পু নিয়ে সম্পূর্ণ সন্তুষ্ট।,2,প্রোডাক্ট আশানুরূপ। প্যানটিন-B শ্যাম্পু-I নিয়ে সম্পূর্ণ সন্তুষ্ট।
693,মানের কোন সমস্যা নেই। প্যানটিন শ্যাম্পু অসাধারণ।,2,মানের কোন সমস্যা নেই। প্যানটিন-B শ্যাম্পু-I অসাধারণ।
694,খুব খুশি এই প্যানটিন শ্যাম্পু কিনতে পেরে।,2,খুব খুশি এই প্যানটিন-B শ্যাম্পু-I কিনতে পেরে।
695,নিয়মিত ব্যবহার করছি। প্যানটিন শ্যাম্পু সত্যিই দুর্দান্ত।,2,নিয়মিত ব্যবহার করছি। প্যানটিন-B শ্যাম্পু-I সত্যিই দুর্দান্ত।
696,প্যানটিন শ্যাম্পু আমার জন্য সম্পূর্ণ অনুপযুক্ত ছিল।,0,প্যানটিন-B শ্যাম্পু-I আমার জন্য সম্পূর্ণ অনুপযুক্ত ছিল।
697,নিয়মিত ব্যবহার করছি। প্যানটিন শ্যাম্পু সত্যিই দুর্দান্ত।,2,নিয়মিত ব্যবহার করছি। প্যানটিন-B শ্যাম্পু-I সত্যিই দুর্দান্ত।
698,প্যানটিন শ্যাম্পু একটি চমৎকার পণ্য। উপকার পেলে আবার নেব।,2,প্যানটিন-B শ্যাম্পু-I একটি চমৎকার পণ্য। উপকার পেলে আবার নেব।
699,প্যানটিন শ্যাম্পু আঠা আঠা এবং আশা মতো নয়।,0,প্যানটিন-B শ্যাম্পু-I আঠা আঠা এবং আশা মতো নয়।
700,এটি সেরা প্যানটিন শ্যাম্পু যা আমি কখনো কিনেছি।,2,এটি সেরা প্যানটিন-B শ্যাম্পু-I যা আমি কখনো কিনেছি।
701,থ্রিডি মাস্ক দীর্ঘদিন টিকে থাকে এবং কার্যকর।,2,থ্রিডি-B মাস্ক-I দীর্ঘদিন টিকে থাকে এবং কার্যকর।
702,এটি সেরা থ্রিডি মাস্ক যা আমি কখনো কিনেছি।,2,এটি সেরা থ্রিডি-B মাস্ক-I যা আমি কখনো কিনেছি।
703,থ্রিডি মাস্ক দীর্ঘদিন টিকে থাকে এবং কার্যকর।,2,থ্রিডি-B মাস্ক-I দীর্ঘদিন টিকে থাকে এবং কার্যকর।
704,দাম অনুযায়ী অনেক ভালো একটা থ্রিডি মাস্ক।,2,দাম অনুযায়ী অনেক ভালো একটা থ্রিডি-B মাস্ক-I।
705,পরিবারের সবাই এই থ্রিডি মাস্ক পছন্দ করে।,2,পরিবারের সবাই এই থ্রিডি-B মাস্ক-I পছন্দ করে।
706,এটি সেরা থ্রিডি মাস্ক যা আমি কখনো কিনেছি।,2,এটি সেরা থ্রিডি-B মাস্ক-I যা আমি কখনো কিনেছি।
707,ডেলিভারি দ্রুত এবং থ্রিডি মাস্ক নিখুঁত অবস্থায় পেয়েছি।,2,ডেলিভারি দ্রুত এবং থ্রিডি-B মাস্ক-I নিখুঁত অবস্থায় পেয়েছি।
708,এত ভালো দামে এমন থ্রিডি মাস্ক আর দেখিনি।,2,এত ভালো দামে এমন থ্রিডি-B মাস্ক-I আর দেখিনি।
709,থ্রিডি মাস্ক খুব ভালো প্রোডাক্ট। যে কেউ কিনতে পারেন।,2,থ্রিডি-B মাস্ক-I খুব ভালো প্রোডাক্ট। যে কেউ কিনতে পারেন।
710,থ্রিডি মাস্ক র মান মাঝামাঝি ধরনের। না ভালো না খারাপ।,1,থ্রিডি-B মাস্ক-I র মান মাঝামাঝি ধরনের। না ভালো না খারাপ।
711,থ্রিডি মাস্ক সব বয়সের মানুষের জন্য উপযুক্ত।,2,থ্রিডি-B মাস্ক-I সব বয়সের মানুষের জন্য উপযুক্ত।
712,থ্রিডি মাস্ক এর প্যাকেজিং খুবই খারাপ ছিল।,0,থ্রিডি-B মাস্ক-I এর প্যাকেজিং খুবই খারাপ ছিল।
713,থ্রিডি মাস্ক একটি চমৎকার পণ্য। উপকার পেলে আবার নেব।,2,থ্রিডি-B মাস্ক-I একটি চমৎকার পণ্য। উপকার পেলে আবার নেব।
714,থ্রিডি মাস্ক খুবই ভালো মানের। ব্যবহারেও খুব ভাল ফল পেয়েছি।,2,থ্রিডি-B মাস্ক-I খুবই ভালো মানের। ব্যবহারেও খুব ভাল ফল পেয়েছি।
715,বাজারের চেয়ে কম মূল্যে আসল থ্রিডি মাস্ক পেয়েছি।,2,বাজারের চেয়ে কম মূল্যে আসল থ্রিডি-B মাস্ক-I পেয়েছি।
716,থ্রিডি মাস্ক র মান মাঝামাঝি ধরনের। না ভালো না খারাপ।,1,থ্রিডি-B মাস্ক-I র মান মাঝামাঝি ধরনের। না ভালো না খারাপ।
717,থ্রিডি মাস্ক খুব ভালো প্রোডাক্ট। যে কেউ কিনতে পারেন।,2,থ্রিডি-B মাস্ক-I খুব ভালো প্রোডাক্ট। যে কেউ কিনতে পারেন।
718,প্রোডাক্ট আশানুরূপ। থ্রিডি মাস্ক নিয়ে সম্পূর্ণ সন্তুষ্ট।,2,প্রোডাক্ট আশানুরূপ। থ্রিডি-B মাস্ক-I নিয়ে সম্পূর্ণ সন্তুষ্ট।
719,থ্রিডি মাস্ক নিয়ে বেশি কিছু বলার নেই। সাধারণ পণ্য।,1,থ্রিডি-B মাস্ক-I নিয়ে বেশি কিছু বলার নেই। সাধারণ পণ্য।
720,থ্রিডি মাস্ক র মান মাঝামাঝি ধরনের। না ভালো না খারাপ।,1,থ্রিডি-B মাস্ক-I র মান মাঝামাঝি ধরনের। না ভালো না খারাপ।
721,অর্ডার করেছিলাম থ্রিডি মাস্ক কিন্তু ভুল পণ্য দিয়েছেন।,0,অর্ডার করেছিলাম থ্রিডি-B মাস্ক-I কিন্তু ভুল পণ্য দিয়েছেন।
722,অনেক ভালো থ্রিডি মাস্ক। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2,অনেক ভালো থ্রিডি-B মাস্ক-I। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।
723,থ্রিডি মাস্ক সব বয়সের মানুষের জন্য উপযুক্ত।,2,থ্রিডি-B মাস্ক-I সব বয়সের মানুষের জন্য উপযুক্ত।
724,থ্রিডি মাস্ক ব্যবহার করে আমি খুবই সন্তুষ্ট।,2,থ্রিডি-B মাস্ক-I ব্যবহার করে আমি খুবই সন্তুষ্ট।
725,দাম অনুযায়ী অনেক ভালো একটা থ্রিডি মাস্ক।,2,দাম অনুযায়ী অনেক ভালো একটা থ্রিডি-B মাস্ক-I।
726,থ্রিডি মাস্ক দীর্ঘদিন টিকে থাকে এবং কার্যকর।,2,থ্রিডি-B মাস্ক-I দীর্ঘদিন টিকে থাকে এবং কার্যকর।
727,থ্রিডি মাস্ক দীর্ঘদিন টিকে থাকে এবং কার্যকর।,2,থ্রিডি-B মাস্ক-I দীর্ঘদিন টিকে থাকে এবং কার্যকর।
728,"যাই হোক, থ্রিডি মাস্ক কিছু সাধারণ পণ্য।",1,"যাই হোক, থ্রিডি-B মাস্ক-I কিছু সাধারণ পণ্য।"
729,নিয়মিত ব্যবহার করছি। থ্রিডি মাস্ক সত্যিই দুর্দান্ত।,2,নিয়মিত ব্যবহার করছি। থ্রিডি-B মাস্ক-I সত্যিই দুর্দান্ত।
730,থ্রিডি মাস্ক আঠা আঠা এবং আশা মতো নয়।,0,থ্রিডি-B মাস্ক-I আঠা আঠা এবং আশা মতো নয়।
731,থ্রিডি মাস্ক খুব ভালো প্রোডাক্ট। যে কেউ কিনতে পারেন।,2,থ্রিডি-B মাস্ক-I খুব ভালো প্রোডাক্ট। যে কেউ কিনতে পারেন।
732,বাজারের চেয়ে কম মূল্যে আসল থ্রিডি মাস্ক পেয়েছি।,2,বাজারের চেয়ে কম মূল্যে আসল থ্রিডি-B মাস্ক-I পেয়েছি।
733,থ্রিডি মাস্ক প্রত্যাশা মতো আছে কিনা তা পরে জানতে পারবো।,1,থ্রিডি-B মাস্ক-I প্রত্যাশা মতো আছে কিনা তা পরে জানতে পারবো।
734,দাম অনুযায়ী অনেক ভালো একটা থ্রিডি মাস্ক।,2,দাম অনুযায়ী অনেক ভালো একটা থ্রিডি-B মাস্ক-I।
735,পরিবারের সবাই এই থ্রিডি মাস্ক পছন্দ করে।,2,পরিবারের সবাই এই থ্রিডি-B মাস্ক-I পছন্দ করে।
736,থ্রিডি মাস্ক দীর্ঘদিন টিকে থাকে এবং কার্যকর।,2,থ্রিডি-B মাস্ক-I দীর্ঘদিন টিকে থাকে এবং কার্যকর।
737,অনেক ভালো থ্রিডি মাস্ক। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2,অনেক ভালো থ্রিডি-B মাস্ক-I। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।
738,থ্রিডি মাস্ক সবসময়ই আমার প্রত্যাশা পূরণ করে। ধন্যবাদ সেলারকে।,2,থ্রিডি-B মাস্ক-I সবসময়ই আমার প্রত্যাশা পূরণ করে। ধন্যবাদ সেলারকে।
739,ডেলিভারি দ্রুত এবং থ্রিডি মাস্ক নিখুঁত অবস্থায় পেয়েছি।,2,ডেলিভারি দ্রুত এবং থ্রিডি-B মাস্ক-I নিখুঁত অবস্থায় পেয়েছি।
740,ডেলিভারি দ্রুত এবং থ্রিডি মাস্ক নিখুঁত অবস্থায় পেয়েছি।,2,ডেলিভারি দ্রুত এবং থ্রিডি-B মাস্ক-I নিখুঁত অবস্থায় পেয়েছি।
741,থ্রিডি মাস্ক ভুল পণ্য পাঠিয়েছেন।,0,থ্রিডি-B মাস্ক-I ভুল পণ্য পাঠিয়েছেন।
742,থ্রিডি মাস্ক সব বয়সের মানুষের জন্য উপযুক্ত।,2,থ্রিডি-B মাস্ক-I সব বয়সের মানুষের জন্য উপযুক্ত।
743,থ্রিডি মাস্ক সবার জন্য কিনার মতো নয়। নির্বাচিত মানুষের জন্য।,1,থ্রিডি-B মাস্ক-I সবার জন্য কিনার মতো নয়। নির্বাচিত মানুষের জন্য।
744,থ্রিডি মাস্ক ব্যবহার করলে বুঝতে পারবো আসলে কেমন।,1,থ্রিডি-B মাস্ক-I ব্যবহার করলে বুঝতে পারবো আসলে কেমন।
745,থ্রিডি মাস্ক ব্যবহার করে আমি খুবই সন্তুষ্ট।,2,থ্রিডি-B মাস্ক-I ব্যবহার করে আমি খুবই সন্তুষ্ট।
746,থ্রিডি মাস্ক ব্যবহার করলে বুঝতে পারবো আসলে কেমন।,1,থ্রিডি-B মাস্ক-I ব্যবহার করলে বুঝতে পারবো আসলে কেমন।
747,এত ভালো দামে এমন থ্রিডি মাস্ক আর দেখিনি।,2,এত ভালো দামে এমন থ্রিডি-B মাস্ক-I আর দেখিনি।
748,খুব খুশি এই থ্রিডি মাস্ক কিনতে পেরে।,2,খুব খুশি এই থ্রিডি-B মাস্ক-I কিনতে পেরে।
749,থ্রিডি মাস্ক ব্যবহার করে আমি খুবই সন্তুষ্ট।,2,থ্রিডি-B মাস্ক-I ব্যবহার করে আমি খুবই সন্তুষ্ট।
750,থ্রিডি মাস্ক সব বয়সের মানুষের জন্য উপযুক্ত।,2,থ্রিডি-B মাস্ক-I সব বয়সের মানুষের জন্য উপযুক্ত।
751,থ্রিডি মাস্ক খুবই ভালো মানের। ব্যবহারেও খুব ভাল ফল পেয়েছি।,2,থ্রিডি-B মাস্ক-I খুবই ভালো মানের। ব্যবহারেও খুব ভাল ফল পেয়েছি।
752,থ্রিডি মাস্ক একটি চমৎকার পণ্য। উপকার পেলে আবার নেব।,2,থ্রিডি-B মাস্ক-I একটি চমৎকার পণ্য। উপকার পেলে আবার নেব।
753,প্রোডাক্ট আশানুরূপ। থ্রিডি মাস্ক নিয়ে সম্পূর্ণ সন্তুষ্ট।,2,প্রোডাক্ট আশানুরূপ। থ্রিডি-B মাস্ক-I নিয়ে সম্পূর্ণ সন্তুষ্ট।
754,থ্রিডি মাস্ক এ মশা আর কীটপতঙ্গ ছিল।,0,থ্রিডি-B মাস্ক-I এ মশা আর কীটপতঙ্গ ছিল।
755,দাম অনুযায়ী অনেক ভালো একটা থ্রিডি মাস্ক।,2,দাম অনুযায়ী অনেক ভালো একটা থ্রিডি-B মাস্ক-I।
756,এত ভালো দামে এমন থ্রিডি মাস্ক আর দেখিনি।,2,এত ভালো দামে এমন থ্রিডি-B মাস্ক-I আর দেখিনি।
757,থ্রিডি মাস্ক খুবই ভালো মানের। ব্যবহারেও খুব ভাল ফল পেয়েছি।,2,থ্রিডি-B মাস্ক-I খুবই ভালো মানের। ব্যবহারেও খুব ভাল ফল পেয়েছি।
758,থ্রিডি মাস্ক এর এক্সপায়ারি ডেট খুবই কম ছিল।,0,থ্রিডি-B মাস্ক-I এর এক্সপায়ারি ডেট খুবই কম ছিল।
759,প্রোডাক্ট আশানুরূপ। থ্রিডি মাস্ক নিয়ে সম্পূর্ণ সন্তুষ্ট।,2,প্রোডাক্ট আশানুরূপ। থ্রিডি-B মাস্ক-I নিয়ে সম্পূর্ণ সন্তুষ্ট।
760,ডেলিভারি দ্রুত এবং থ্রিডি মাস্ক নিখুঁত অবস্থায় পেয়েছি।,2,ডেলিভারি দ্রুত এবং থ্রিডি-B মাস্ক-I নিখুঁত অবস্থায় পেয়েছি।
761,প্রোডাক্ট আশানুরূপ। থ্রিডি মাস্ক নিয়ে সম্পূর্ণ সন্তুষ্ট।,2,প্রোডাক্ট আশানুরূপ। থ্রিডি-B মাস্ক-I নিয়ে সম্পূর্ণ সন্তুষ্ট।
762,নিয়মিত ব্যবহার করছি। থ্রিডি মাস্ক সত্যিই দুর্দান্ত।,2,নিয়মিত ব্যবহার করছি। থ্রিডি-B মাস্ক-I সত্যিই দুর্দান্ত।
763,থ্রিডি মাস্ক এর সাথে প্রতিশ্রুত অন্যান্য জিনিস দেওয়া হয়নি।,0,থ্রিডি-B মাস্ক-I এর সাথে প্রতিশ্রুত অন্যান্য জিনিস দেওয়া হয়নি।
764,থ্রিডি মাস্ক অরিজিনাল এবং খাঁটি পণ্য।,2,থ্রিডি-B মাস্ক-I অরিজিনাল এবং খাঁটি পণ্য।
765,পরিবারের সবাই এই থ্রিডি মাস্ক পছন্দ করে।,2,পরিবারের সবাই এই থ্রিডি-B মাস্ক-I পছন্দ করে।
766,থ্রিডি মাস্ক অরিজিনাল এবং খাঁটি পণ্য।,2,থ্রিডি-B মাস্ক-I অরিজিনাল এবং খাঁটি পণ্য।
767,থ্রিডি মাস্ক সবার জন্য কিনার মতো নয়। নির্বাচিত মানুষের জন্য।,1,থ্রিডি-B মাস্ক-I সবার জন্য কিনার মতো নয়। নির্বাচিত মানুষের জন্য।
768,থ্রিডি মাস্ক খুব ভালো প্রোডাক্ট। যে কেউ কিনতে পারেন।,2,থ্রিডি-B মাস্ক-I খুব ভালো প্রোডাক্ট। যে কেউ কিনতে পারেন।
769,থ্রিডি মাস্ক সঠিক পণ্যটি হাতে পেয়েছি। একদম সন্তোষজনক।,2,থ্রিডি-B মাস্ক-I সঠিক পণ্যটি হাতে পেয়েছি। একদম সন্তোষজনক।
770,থ্রিডি মাস্ক দীর্ঘদিন টিকে থাকে এবং কার্যকর।,2,থ্রিডি-B মাস্ক-I দীর্ঘদিন টিকে থাকে এবং কার্যকর।
771,পরিবারের সবাই এই থ্রিডি মাস্ক পছন্দ করে।,2,পরিবারের সবাই এই থ্রিডি-B মাস্ক-I পছন্দ করে।
772,থ্রিডি মাস্ক সঠিক পণ্যটি হাতে পেয়েছি। একদম সন্তোষজনক।,2,থ্রিডি-B মাস্ক-I সঠিক পণ্যটি হাতে পেয়েছি। একদম সন্তোষজনক।
773,অনেক ভালো থ্রিডি মাস্ক। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2,অনেক ভালো থ্রিডি-B মাস্ক-I। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।
774,থ্রিডি মাস্ক সব বয়সের মানুষের জন্য উপযুক্ত।,2,থ্রিডি-B মাস্ক-I সব বয়সের মানুষের জন্য উপযুক্ত।
775,থ্রিডি মাস্ক সব বয়সের মানুষের জন্য উপযুক্ত।,2,থ্রিডি-B মাস্ক-I সব বয়সের মানুষের জন্য উপযুক্ত।
776,থ্রিডি মাস্ক প্যাকেজিং অনুযায়ী নয়। সম্পূর্ণ ভিন্ন পণ্য।,0,থ্রিডি-B মাস্ক-I প্যাকেজিং অনুযায়ী নয়। সম্পূর্ণ ভিন্ন পণ্য।
777,থ্রিডি মাস্ক ব্যবহার করে কোন ফল পাইনি।,0,থ্রিডি-B মাস্ক-I ব্যবহার করে কোন ফল পাইনি।
778,থ্রিডি মাস্ক তে বিশেষ কোন বৈশিষ্ট্য নেই।,1,থ্রিডি-B মাস্ক-I তে বিশেষ কোন বৈশিষ্ট্য নেই।
779,মানের কোন সমস্যা নেই। থ্রিডি মাস্ক অসাধারণ।,2,মানের কোন সমস্যা নেই। থ্রিডি-B মাস্ক-I অসাধারণ।
780,"যাই হোক, থ্রিডি মাস্ক কিছু সাধারণ পণ্য।",1,"যাই হোক, থ্রিডি-B মাস্ক-I কিছু সাধারণ পণ্য।"
781,থ্রিডি মাস্ক ব্যবহার শুরু করেছি। ফলাফল অপেক্ষা করছি।,1,থ্রিডি-B মাস্ক-I ব্যবহার শুরু করেছি। ফলাফল অপেক্ষা করছি।
782,থ্রিডি মাস্ক এর সীল খোলা ছিল। এমনটা আশা ছিল না।,0,থ্রিডি-B মাস্ক-I এর সীল খোলা ছিল। এমনটা আশা ছিল না।
783,থ্রিডি মাস্ক নিয়ে বেশি কিছু বলার নেই। সাধারণ পণ্য।,1,থ্রিডি-B মাস্ক-I নিয়ে বেশি কিছু বলার নেই। সাধারণ পণ্য।
784,এটি সেরা থ্রিডি মাস্ক যা আমি কখনো কিনেছি।,2,এটি সেরা থ্রিডি-B মাস্ক-I যা আমি কখনো কিনেছি।
785,এটি সেরা থ্রিডি মাস্ক যা আমি কখনো কিনেছি।,2,এটি সেরা থ্রিডি-B মাস্ক-I যা আমি কখনো কিনেছি।
786,এটি সেরা থ্রিডি মাস্ক যা আমি কখনো কিনেছি।,2,এটি সেরা থ্রিডি-B মাস্ক-I যা আমি কখনো কিনেছি।
787,এটি সেরা থ্রিডি মাস্ক যা আমি কখনো কিনেছি।,2,এটি সেরা থ্রিডি-B মাস্ক-I যা আমি কখনো কিনেছি।
788,থ্রিডি মাস্ক এ কোন গুণমান নেই। শুধু নামেই।,0,থ্রিডি-B মাস্ক-I এ কোন গুণমান নেই। শুধু নামেই।
789,অনেক ভালো থ্রিডি মাস্ক। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2,অনেক ভালো থ্রিডি-B মাস্ক-I। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।
790,এত ভালো দামে এমন থ্রিডি মাস্ক আর দেখিনি।,2,এত ভালো দামে এমন থ্রিডি-B মাস্ক-I আর দেখিনি।
791,থ্রিডি মাস্ক এর এক্সপায়ারি ডেট খুবই কম ছিল।,0,থ্রিডি-B মাস্ক-I এর এক্সপায়ারি ডেট খুবই কম ছিল।
792,থ্রিডি মাস্ক সবসময়ই আমার প্রত্যাশা পূরণ করে। ধন্যবাদ সেলারকে।,2,থ্রিডি-B মাস্ক-I সবসময়ই আমার প্রত্যাশা পূরণ করে। ধন্যবাদ সেলারকে।
793,থ্রিডি মাস্ক সবার জন্য কিনার মতো নয়। নির্বাচিত মানুষের জন্য।,1,থ্রিডি-B মাস্ক-I সবার জন্য কিনার মতো নয়। নির্বাচিত মানুষের জন্য।
794,থ্রিডি মাস্ক আমার চর্মে এ্যালার্জি করেছে।,0,থ্রিডি-B মাস্ক-I আমার চর্মে এ্যালার্জি করেছে।
795,থ্রিডি মাস্ক ব্যবহার করে আমি খুবই সন্তুষ্ট।,2,থ্রিডি-B মাস্ক-I ব্যবহার করে আমি খুবই সন্তুষ্ট।
796,এটি সেরা থ্রিডি মাস্ক যা আমি কখনো কিনেছি।,2,এটি সেরা থ্রিডি-B মাস্ক-I যা আমি কখনো কিনেছি।
797,থ্রিডি মাস্ক খুবই কার্যকর নয়। টাকার অপচয়।,0,থ্রিডি-B মাস্ক-I খুবই কার্যকর নয়। টাকার অপচয়।
798,থ্রিডি মাস্ক নিয়ে বেশি কিছু বলার নেই। সাধারণ পণ্য।,1,থ্রিডি-B মাস্ক-I নিয়ে বেশি কিছু বলার নেই। সাধারণ পণ্য।
799,থ্রিডি মাস্ক আঠা আঠা এবং আশা মতো নয়।,0,থ্রিডি-B মাস্ক-I আঠা আঠা এবং আশা মতো নয়।
800,থ্রিডি মাস্ক অত্যন্ত দামী কিন্তু মানের কোন নিশ্চয়তা নেই।,0,থ্রিডি-B মাস্ক-I অত্যন্ত দামী কিন্তু মানের কোন নিশ্চয়তা নেই।
801,মানের কোন সমস্যা নেই। সানছ ক্রিম অসাধারণ।,2,মানের কোন সমস্যা নেই। সানছ-B ক্রিম-I অসাধারণ।
802,নিয়মিত ব্যবহার করছি। সানছ ক্রিম সত্যিই দুর্দান্ত।,2,নিয়মিত ব্যবহার করছি। সানছ-B ক্রিম-I সত্যিই দুর্দান্ত।
803,সানছ ক্রিম ব্যবহার করে আমি খুবই সন্তুষ্ট।,2,সানছ-B ক্রিম-I ব্যবহার করে আমি খুবই সন্তুষ্ট।
804,নিয়মিত ব্যবহার করছি। সানছ ক্রিম সত্যিই দুর্দান্ত।,2,নিয়মিত ব্যবহার করছি। সানছ-B ক্রিম-I সত্যিই দুর্দান্ত।
805,ডেলিভারি দ্রুত এবং সানছ ক্রিম নিখুঁত অবস্থায় পেয়েছি।,2,ডেলিভারি দ্রুত এবং সানছ-B ক্রিম-I নিখুঁত অবস্থায় পেয়েছি।
806,পরিবারের সবাই এই সানছ ক্রিম পছন্দ করে।,2,পরিবারের সবাই এই সানছ-B ক্রিম-I পছন্দ করে।
807,সানছ ক্রিম তে বিশেষ কোন বৈশিষ্ট্য নেই।,1,সানছ-B ক্রিম-I তে বিশেষ কোন বৈশিষ্ট্য নেই।
808,সানছ ক্রিম র মেয়াদ একেবারে শেষ প্রান্তে ছিল।,0,সানছ-B ক্রিম-I র মেয়াদ একেবারে শেষ প্রান্তে ছিল।
809,সানছ ক্রিম আমার জন্য সম্পূর্ণ অনুপযুক্ত ছিল।,0,সানছ-B ক্রিম-I আমার জন্য সম্পূর্ণ অনুপযুক্ত ছিল।
810,সানছ ক্রিম অত্যন্ত দামী কিন্তু মানের কোন নিশ্চয়তা নেই।,0,সানছ-B ক্রিম-I অত্যন্ত দামী কিন্তু মানের কোন নিশ্চয়তা নেই।
811,সানছ ক্রিম দীর্ঘদিন টিকে থাকে এবং কার্যকর।,2,সানছ-B ক্রিম-I দীর্ঘদিন টিকে থাকে এবং কার্যকর।
812,সানছ ক্রিম দীর্ঘদিন টিকে থাকে এবং কার্যকর।,2,সানছ-B ক্রিম-I দীর্ঘদিন টিকে থাকে এবং কার্যকর।
813,সানছ ক্রিম খুব ভালো প্রোডাক্ট। যে কেউ কিনতে পারেন।,2,সানছ-B ক্রিম-I খুব ভালো প্রোডাক্ট। যে কেউ কিনতে পারেন।
814,সানছ ক্রিম এর সীল খোলা ছিল। এমনটা আশা ছিল না।,0,সানছ-B ক্রিম-I এর সীল খোলা ছিল। এমনটা আশা ছিল না।
815,সানছ ক্রিম প্রত্যাশা মতো আছে কিনা তা পরে জানতে পারবো।,1,সানছ-B ক্রিম-I প্রত্যাশা মতো আছে কিনা তা পরে জানতে পারবো।
816,সানছ ক্রিম প্রত্যাশা মতো আছে কিনা তা পরে জানতে পারবো।,1,সানছ-B ক্রিম-I প্রত্যাশা মতো আছে কিনা তা পরে জানতে পারবো।
817,সানছ ক্রিম সম্পর্কে কোন বিশেষ মন্তব্য নেই।,1,সানছ-B ক্রিম-I সম্পর্কে কোন বিশেষ মন্তব্য নেই।
818,মানের কোন সমস্যা নেই। সানছ ক্রিম অসাধারণ।,2,মানের কোন সমস্যা নেই। সানছ-B ক্রিম-I অসাধারণ।
819,সানছ ক্রিম সবসময়ই আমার প্রত্যাশা পূরণ করে। ধন্যবাদ সেলারকে।,2,সানছ-B ক্রিম-I সবসময়ই আমার প্রত্যাশা পূরণ করে। ধন্যবাদ সেলারকে।
820,সানছ ক্রিম অত্যন্ত দামী কিন্তু মানের কোন নিশ্চয়তা নেই।,0,সানছ-B ক্রিম-I অত্যন্ত দামী কিন্তু মানের কোন নিশ্চয়তা নেই।
821,সানছ ক্রিম ব্যবহার শুরু করেছি। ফলাফল অপেক্ষা করছি।,1,সানছ-B ক্রিম-I ব্যবহার শুরু করেছি। ফলাফল অপেক্ষা করছি।
822,সানছ ক্রিম সবসময়ই আমার প্রত্যাশা পূরণ করে। ধন্যবাদ সেলারকে।,2,সানছ-B ক্রিম-I সবসময়ই আমার প্রত্যাশা পূরণ করে। ধন্যবাদ সেলারকে।
823,এটি সেরা সানছ ক্রিম যা আমি কখনো কিনেছি।,2,এটি সেরা সানছ-B ক্রিম-I যা আমি কখনো কিনেছি।
824,বাজারের চেয়ে কম মূল্যে আসল সানছ ক্রিম পেয়েছি।,2,বাজারের চেয়ে কম মূল্যে আসল সানছ-B ক্রিম-I পেয়েছি।
825,এটি সেরা সানছ ক্রিম যা আমি কখনো কিনেছি।,2,এটি সেরা সানছ-B ক্রিম-I যা আমি কখনো কিনেছি।
826,সানছ ক্রিম এর প্যাকেজিং খুবই খারাপ ছিল।,0,সানছ-B ক্রিম-I এর প্যাকেজিং খুবই খারাপ ছিল।
827,অনেক ভালো সানছ ক্রিম। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2,অনেক ভালো সানছ-B ক্রিম-I। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।
828,খুব খুশি এই সানছ ক্রিম কিনতে পেরে।,2,খুব খুশি এই সানছ-B ক্রিম-I কিনতে পেরে।
829,সানছ ক্রিম দীর্ঘদিন টিকে থাকে এবং কার্যকর।,2,সানছ-B ক্রিম-I দীর্ঘদিন টিকে থাকে এবং কার্যকর।
830,সানছ ক্রিম দীর্ঘদিন টিকে থাকে এবং কার্যকর।,2,সানছ-B ক্রিম-I দীর্ঘদিন টিকে থাকে এবং কার্যকর।
831,সানছ ক্রিম সব বয়সের মানুষের জন্য উপযুক্ত।,2,সানছ-B ক্রিম-I সব বয়সের মানুষের জন্য উপযুক্ত।
832,সানছ ক্রিম এ কোন গুণমান নেই। শুধু নামেই।,0,সানছ-B ক্রিম-I এ কোন গুণমান নেই। শুধু নামেই।
833,সানছ ক্রিম দীর্ঘদিন টিকে থাকে এবং কার্যকর।,2,সানছ-B ক্রিম-I দীর্ঘদিন টিকে থাকে এবং কার্যকর।
834,সানছ ক্রিম খুবই ভালো মানের। ব্যবহারেও খুব ভাল ফল পেয়েছি।,2,সানছ-B ক্রিম-I খুবই ভালো মানের। ব্যবহারেও খুব ভাল ফল পেয়েছি।
835,সানছ ক্রিম ব্যবহার করে কোন ফল পাইনি।,0,সানছ-B ক্রিম-I ব্যবহার করে কোন ফল পাইনি।
836,সানছ ক্রিম খুবই ভালো মানের। ব্যবহারেও খুব ভাল ফল পেয়েছি।,2,সানছ-B ক্রিম-I খুবই ভালো মানের। ব্যবহারেও খুব ভাল ফল পেয়েছি।
837,দাম অনুযায়ী অনেক ভালো একটা সানছ ক্রিম।,2,দাম অনুযায়ী অনেক ভালো একটা সানছ-B ক্রিম-I।
838,মানের কোন সমস্যা নেই। সানছ ক্রিম অসাধারণ।,2,মানের কোন সমস্যা নেই। সানছ-B ক্রিম-I অসাধারণ।
