id,review,sentiment,bio_tagged_review
611,"সেলার প্রতারক, নকল প্যানটিন শ্যাম্পু দিয়েছে।",0,"সেলার প্রতারক, নকল প্যানটিন-B শ্যাম্পু-I দিয়েছে।"
612,"সব পন্য গুলো ভাল, কিন্তু প্যানটিন শ্যাম্পু টার ডেট একেবারে শেষ প্রান্তে।",0,"সব পন্য গুলো ভাল, কিন্তু প্যানটিন-B শ্যাম্পু-I টার ডেট একেবারে শেষ প্রান্তে।"
613,এত কম দামে প্যানটিন শ্যাম্পু। খুব খুশি কিনতে পেরে।,2,এত কম দামে প্যানটিন-B শ্যাম্পু-I। খুব খুশি কিনতে পেরে।
614,"অসাধারণ! মিনি প্যানটিন শ্যাম্পু, খুব ভালো প্রোডাক্ট।",2,"অসাধারণ! মিনি প্যানটিন-B শ্যাম্পু-I, খুব ভালো প্রোডাক্ট।"
615,"আমি দুইবার নিয়েছি, ভালো প্যানটিন শ্যাম্পু সবাই পছন্দ করে নিতে পারেন।",2,"আমি দুইবার নিয়েছি, ভালো প্যানটিন-B শ্যাম্পু-I সবাই পছন্দ করে নিতে পারেন।"
616,প্যানটিন শ্যাম্পু পেলাম আজকে। সব মিলিয়ে এভারেজ প্রোডাক্ট।,1,প্যানটিন-B শ্যাম্পু-I পেলাম আজকে। সব মিলিয়ে এভারেজ প্রোডাক্ট।
617,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল প্যানটিন শ্যাম্পু পেয়েছি।,2,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল প্যানটিন-B শ্যাম্পু-I পেয়েছি।
618,"অসাধারণ! মিনি প্যানটিন শ্যাম্পু, খুব ভালো প্রোডাক্ট।",2,"অসাধারণ! মিনি প্যানটিন-B শ্যাম্পু-I, খুব ভালো প্রোডাক্ট।"
619,জাস্ট অসাধরন প্যানটিন শ্যাম্পু। আমার খুবই পছন্দ হয়েছে।,2,জাস্ট অসাধরন প্যানটিন-B শ্যাম্পু-I। আমার খুবই পছন্দ হয়েছে।
620,ভালোই মনে হচ্ছে প্যানটিন শ্যাম্পু টা। উপকার পেলে আবার নেব।,1,ভালোই মনে হচ্ছে প্যানটিন-B শ্যাম্পু-I টা। উপকার পেলে আবার নেব।
621,"প্যানটিন শ্যাম্পু এর অবস্থা খুবই খারাপ, রিটার্ন করবো।",0,"প্যানটিন-B শ্যাম্পু-I এর অবস্থা খুবই খারাপ, রিটার্ন করবো।"
622,"অসাধারণ! মিনি প্যানটিন শ্যাম্পু, খুব ভালো প্রোডাক্ট।",2,"অসাধারণ! মিনি প্যানটিন-B শ্যাম্পু-I, খুব ভালো প্রোডাক্ট।"
623,দাম অনুযায়ী অনেক ভালো একটা প্যানটিন শ্যাম্পু।,2,দাম অনুযায়ী অনেক ভালো একটা প্যানটিন-B শ্যাম্পু-I।
624,দ্রুত ডেলিভারি দেয়ার জন্য অসংখ্য ধন্যবাদ। প্যানটিন শ্যাম্পু টা অনেক সুন্দর।,2,দ্রুত ডেলিভারি দেয়ার জন্য অসংখ্য ধন্যবাদ। প্যানটিন-B শ্যাম্পু-I টা অনেক সুন্দর।
625,"অসাধারণ! মিনি প্যানটিন শ্যাম্পু, খুব ভালো প্রোডাক্ট।",2,"অসাধারণ! মিনি প্যানটিন-B শ্যাম্পু-I, খুব ভালো প্রোডাক্ট।"
626,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল প্যানটিন শ্যাম্পু পেয়েছি।,2,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল প্যানটিন-B শ্যাম্পু-I পেয়েছি।
627,খুবই ভালো মানের প্যানটিন শ্যাম্পু। একদম ন্যাচারাল মনে হয়।,2,খুবই ভালো মানের প্যানটিন-B শ্যাম্পু-I। একদম ন্যাচারাল মনে হয়।
628,জাস্ট অসাধরন প্যানটিন শ্যাম্পু। আমার খুবই পছন্দ হয়েছে।,2,জাস্ট অসাধরন প্যানটিন-B শ্যাম্পু-I। আমার খুবই পছন্দ হয়েছে।
629,খুব দ্রুত হাতে পেয়েছি। প্যানটিন শ্যাম্পু এর মান মোটামুটি বলা যায়।,1,খুব দ্রুত হাতে পেয়েছি। প্যানটিন-B শ্যাম্পু-I এর মান মোটামুটি বলা যায়।
630,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল প্যানটিন শ্যাম্পু পেয়েছি।,2,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল প্যানটিন-B শ্যাম্পু-I পেয়েছি।
631,খুবই ভালো মানের প্যানটিন শ্যাম্পু। একদম ন্যাচারাল মনে হয়।,2,খুবই ভালো মানের প্যানটিন-B শ্যাম্পু-I। একদম ন্যাচারাল মনে হয়।
632,খুবই ভালো মানের প্যানটিন শ্যাম্পু। একদম ন্যাচারাল মনে হয়।,2,খুবই ভালো মানের প্যানটিন-B শ্যাম্পু-I। একদম ন্যাচারাল মনে হয়।
633,অনেক ভালো প্যানটিন শ্যাম্পু। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2,অনেক ভালো প্যানটিন-B শ্যাম্পু-I। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।
634,অর্ডারের সাথে প্যানটিন শ্যাম্পু টা দেয়া হয়নি প্যাকেটে।,0,অর্ডারের সাথে প্যানটিন-B শ্যাম্পু-I টা দেয়া হয়নি প্যাকেটে।
635,বাজারের চেয়ে কম মূল্যে অরিজিনাল প্যানটিন শ্যাম্পু পেয়েছি।,2,বাজারের চেয়ে কম মূল্যে অরিজিনাল প্যানটিন-B শ্যাম্পু-I পেয়েছি।
636,অনেক ভালো একটি প্যানটিন শ্যাম্পু। ধন্যবাদ সেলারকে।,2,অনেক ভালো একটি প্যানটিন-B শ্যাম্পু-I। ধন্যবাদ সেলারকে।
637,অনেক ভালো ছিল প্যানটিন শ্যাম্পু কমে দামে। আপনারা চাইলে নিতে পারেন।,2,অনেক ভালো ছিল প্যানটিন-B শ্যাম্পু-I কমে দামে। আপনারা চাইলে নিতে পারেন।
638,অসাধারণ প্যানটিন শ্যাম্পু। সবার ব্যবহার করা উচিত।,2,অসাধারণ প্যানটিন-B শ্যাম্পু-I। সবার ব্যবহার করা উচিত।
639,জাস্ট অসাধরন প্যানটিন শ্যাম্পু। আমার খুবই পছন্দ হয়েছে।,2,জাস্ট অসাধরন প্যানটিন-B শ্যাম্পু-I। আমার খুবই পছন্দ হয়েছে।
640,প্যানটিন শ্যাম্পু সবসময়ই অনেক ভালো কাজ করে। ধন্যবাদ সেলারকে।,2,প্যানটিন-B শ্যাম্পু-I সবসময়ই অনেক ভালো কাজ করে। ধন্যবাদ সেলারকে।
641,"প্যানটিন শ্যাম্পু নিয়ে নতুন কি আর বলব, দারুন!",2,"প্যানটিন-B শ্যাম্পু-I নিয়ে নতুন কি আর বলব, দারুন!"
642,সেলার ভাই এর ব্যবহার খুব ভালো। প্যানটিন শ্যাম্পু দ্রুত হাতে পেয়েছি।,2,সেলার ভাই এর ব্যবহার খুব ভালো। প্যানটিন-B শ্যাম্পু-I দ্রুত হাতে পেয়েছি।
643,ধন্যবাদ দারাজ কে। সঠিক প্যানটিন শ্যাম্পু হাতে পেয়েছি।,2,ধন্যবাদ দারাজ কে। সঠিক প্যানটিন-B শ্যাম্পু-I হাতে পেয়েছি।
644,১০০% অথেন্টিক প্যানটিন শ্যাম্পু। চোখ বন্ধ করে নিতে পারেন সবাই।,2,১০০% অথেন্টিক প্যানটিন-B শ্যাম্পু-I। চোখ বন্ধ করে নিতে পারেন সবাই।
645,এত কম দামে প্যানটিন শ্যাম্পু। খুব খুশি কিনতে পেরে।,2,এত কম দামে প্যানটিন-B শ্যাম্পু-I। খুব খুশি কিনতে পেরে।
646,জাস্ট অসাধরন প্যানটিন শ্যাম্পু। আমার খুবই পছন্দ হয়েছে।,2,জাস্ট অসাধরন প্যানটিন-B শ্যাম্পু-I। আমার খুবই পছন্দ হয়েছে।
647,ছবির সাথে প্যানটিন শ্যাম্পু এর হুবহু মিল আছে। খুব সুন্দর।,2,ছবির সাথে প্যানটিন-B শ্যাম্পু-I এর হুবহু মিল আছে। খুব সুন্দর।
648,দাম অনুযায়ী অনেক ভালো একটা প্যানটিন শ্যাম্পু।,2,দাম অনুযায়ী অনেক ভালো একটা প্যানটিন-B শ্যাম্পু-I।
649,"অসাধারণ! মিনি প্যানটিন শ্যাম্পু, খুব ভালো প্রোডাক্ট।",2,"অসাধারণ! মিনি প্যানটিন-B শ্যাম্পু-I, খুব ভালো প্রোডাক্ট।"
650,"অসাধারণ! মিনি প্যানটিন শ্যাম্পু, খুব ভালো প্রোডাক্ট।",2,"অসাধারণ! মিনি প্যানটিন-B শ্যাম্পু-I, খুব ভালো প্রোডাক্ট।"
651,সেলার ভাই এর ব্যবহার খুব ভালো। প্যানটিন শ্যাম্পু দ্রুত হাতে পেয়েছি।,2,সেলার ভাই এর ব্যবহার খুব ভালো। প্যানটিন-B শ্যাম্পু-I দ্রুত হাতে পেয়েছি।
652,অনেক ভালো প্যানটিন শ্যাম্পু। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2,অনেক ভালো প্যানটিন-B শ্যাম্পু-I। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।
653,অনেক ভালো একটি প্যানটিন শ্যাম্পু। ধন্যবাদ সেলারকে।,2,অনেক ভালো একটি প্যানটিন-B শ্যাম্পু-I। ধন্যবাদ সেলারকে।
654,সীল টা খোলা ছিল। প্যানটিন শ্যাম্পু আঠা আঠা ছিল। এমনটা আশা ছিল না।,0,সীল টা খোলা ছিল। প্যানটিন-B শ্যাম্পু-I আঠা আঠা ছিল। এমনটা আশা ছিল না।
655,অনেক ভালো প্যানটিন শ্যাম্পু। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2,অনেক ভালো প্যানটিন-B শ্যাম্পু-I। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।
656,সব গুলোই ভালো ছিলো। শুধু প্যানটিন শ্যাম্পু এর প্যাকেট এক জায়গায় ভাঙ্গা ছিল।,0,সব গুলোই ভালো ছিলো। শুধু প্যানটিন-B শ্যাম্পু-I এর প্যাকেট এক জায়গায় ভাঙ্গা ছিল।
657,অনেক ভালো প্যানটিন শ্যাম্পু। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2,অনেক ভালো প্যানটিন-B শ্যাম্পু-I। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।
658,অনেক ভালো ছিল প্যানটিন শ্যাম্পু কমে দামে। আপনারা চাইলে নিতে পারেন।,2,অনেক ভালো ছিল প্যানটিন-B শ্যাম্পু-I কমে দামে। আপনারা চাইলে নিতে পারেন।
659,জাস্ট অসাধরন প্যানটিন শ্যাম্পু। আমার খুবই পছন্দ হয়েছে।,2,জাস্ট অসাধরন প্যানটিন-B শ্যাম্পু-I। আমার খুবই পছন্দ হয়েছে।
660,অনেক ভালো একটি প্যানটিন শ্যাম্পু। ধন্যবাদ সেলারকে।,2,অনেক ভালো একটি প্যানটিন-B শ্যাম্পু-I। ধন্যবাদ সেলারকে।
661,প্রডাক্ট আশানুরূপ সাথে একটা প্যানটিন শ্যাম্পু ফ্রি দেওয়ার জন্য ধন্যবাদ।,2,প্রডাক্ট আশানুরূপ সাথে একটা প্যানটিন-B শ্যাম্পু-I ফ্রি দেওয়ার জন্য ধন্যবাদ।
662,"আমি দুইবার নিয়েছি, ভালো প্যানটিন শ্যাম্পু সবাই পছন্দ করে নিতে পারেন।",2,"আমি দুইবার নিয়েছি, ভালো প্যানটিন-B শ্যাম্পু-I সবাই পছন্দ করে নিতে পারেন।"
663,ধন্যবাদ দারাজ কে। সঠিক প্যানটিন শ্যাম্পু হাতে পেয়েছি।,2,ধন্যবাদ দারাজ কে। সঠিক প্যানটিন-B শ্যাম্পু-I হাতে পেয়েছি।
664,ছবির সাথে প্যানটিন শ্যাম্পু এর হুবহু মিল আছে। খুব সুন্দর।,2,ছবির সাথে প্যানটিন-B শ্যাম্পু-I এর হুবহু মিল আছে। খুব সুন্দর।
665,অর্ডারের সাথে প্যানটিন শ্যাম্পু টা দেয়া হয়নি প্যাকেটে।,0,অর্ডারের সাথে প্যানটিন-B শ্যাম্পু-I টা দেয়া হয়নি প্যাকেটে।
666,সেলার ভাই এর ব্যবহার খুব ভালো। প্যানটিন শ্যাম্পু দ্রুত হাতে পেয়েছি।,2,সেলার ভাই এর ব্যবহার খুব ভালো। প্যানটিন-B শ্যাম্পু-I দ্রুত হাতে পেয়েছি।
667,জাস্ট অসাধরন প্যানটিন শ্যাম্পু। আমার খুবই পছন্দ হয়েছে।,2,জাস্ট অসাধরন প্যানটিন-B শ্যাম্পু-I। আমার খুবই পছন্দ হয়েছে।
668,অনেক ভালো একটি প্যানটিন শ্যাম্পু। ধন্যবাদ সেলারকে।,2,অনেক ভালো একটি প্যানটিন-B শ্যাম্পু-I। ধন্যবাদ সেলারকে।
669,"প্যানটিন শ্যাম্পু নিয়ে নতুন কি আর বলব, দারুন!",2,"প্যানটিন-B শ্যাম্পু-I নিয়ে নতুন কি আর বলব, দারুন!"
670,১০০% অথেন্টিক প্যানটিন শ্যাম্পু। চোখ বন্ধ করে নিতে পারেন সবাই।,2,১০০% অথেন্টিক প্যানটিন-B শ্যাম্পু-I। চোখ বন্ধ করে নিতে পারেন সবাই।
671,"আমি দুইবার নিয়েছি, ভালো প্যানটিন শ্যাম্পু সবাই পছন্দ করে নিতে পারেন।",2,"আমি দুইবার নিয়েছি, ভালো প্যানটিন-B শ্যাম্পু-I সবাই পছন্দ করে নিতে পারেন।"
672,"অসাধারণ! মিনি প্যানটিন শ্যাম্পু, খুব ভালো প্রোডাক্ট।",2,"অসাধারণ! মিনি প্যানটিন-B শ্যাম্পু-I, খুব ভালো প্রোডাক্ট।"
673,সেলার ভাই এর ব্যবহার খুব ভালো। প্যানটিন শ্যাম্পু দ্রুত হাতে পেয়েছি।,2,সেলার ভাই এর ব্যবহার খুব ভালো। প্যানটিন-B শ্যাম্পু-I দ্রুত হাতে পেয়েছি।
674,এত কম দামে প্যানটিন শ্যাম্পু। খুব খুশি কিনতে পেরে।,2,এত কম দামে প্যানটিন-B শ্যাম্পু-I। খুব খুশি কিনতে পেরে।
675,অনেক ভালো প্যানটিন শ্যাম্পু। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2,অনেক ভালো প্যানটিন-B শ্যাম্পু-I। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।
676,প্রডাক্ট আশানুরূপ সাথে একটা প্যানটিন শ্যাম্পু ফ্রি দেওয়ার জন্য ধন্যবাদ।,2,প্রডাক্ট আশানুরূপ সাথে একটা প্যানটিন-B শ্যাম্পু-I ফ্রি দেওয়ার জন্য ধন্যবাদ।
677,প্যানটিন শ্যাম্পু সবসময়ই অনেক ভালো কাজ করে। ধন্যবাদ সেলারকে।,2,প্যানটিন-B শ্যাম্পু-I সবসময়ই অনেক ভালো কাজ করে। ধন্যবাদ সেলারকে।
678,"অসাধারণ! মিনি প্যানটিন শ্যাম্পু, খুব ভালো প্রোডাক্ট।",2,"অসাধারণ! মিনি প্যানটিন-B শ্যাম্পু-I, খুব ভালো প্রোডাক্ট।"
679,দাম অনুযায়ী অনেক ভালো একটা প্যানটিন শ্যাম্পু।,2,দাম অনুযায়ী অনেক ভালো একটা প্যানটিন-B শ্যাম্পু-I।
680,অর্ডারের সাথে প্যানটিন শ্যাম্পু টা দেয়া হয়নি প্যাকেটে।,0,অর্ডারের সাথে প্যানটিন-B শ্যাম্পু-I টা দেয়া হয়নি প্যাকেটে।
681,বাজারের চেয়ে কম মূল্যে অরিজিনাল প্যানটিন শ্যাম্পু পেয়েছি।,2,বাজারের চেয়ে কম মূল্যে অরিজিনাল প্যানটিন-B শ্যাম্পু-I পেয়েছি।
682,বাজারের চেয়ে কম মূল্যে অরিজিনাল প্যানটিন শ্যাম্পু পেয়েছি।,2,বাজারের চেয়ে কম মূল্যে অরিজিনাল প্যানটিন-B শ্যাম্পু-I পেয়েছি।
683,প্যানটিন শ্যাম্পু সবসময়ই অনেক ভালো কাজ করে। ধন্যবাদ সেলারকে।,2,প্যানটিন-B শ্যাম্পু-I সবসময়ই অনেক ভালো কাজ করে। ধন্যবাদ সেলারকে।
684,এত কম দামে প্যানটিন শ্যাম্পু। খুব খুশি কিনতে পেরে।,2,এত কম দামে প্যানটিন-B শ্যাম্পু-I। খুব খুশি কিনতে পেরে।
685,দ্রুত ডেলিভারি দেয়ার জন্য অসংখ্য ধন্যবাদ। প্যানটিন শ্যাম্পু টা অনেক সুন্দর।,2,দ্রুত ডেলিভারি দেয়ার জন্য অসংখ্য ধন্যবাদ। প্যানটিন-B শ্যাম্পু-I টা অনেক সুন্দর।
686,সেলার ভাই এর ব্যবহার খুব ভালো। প্যানটিন শ্যাম্পু দ্রুত হাতে পেয়েছি।,2,সেলার ভাই এর ব্যবহার খুব ভালো। প্যানটিন-B শ্যাম্পু-I দ্রুত হাতে পেয়েছি।
687,ছবির সাথে প্যানটিন শ্যাম্পু এর হুবহু মিল আছে। খুব সুন্দর।,2,ছবির সাথে প্যানটিন-B শ্যাম্পু-I এর হুবহু মিল আছে। খুব সুন্দর।
688,সেলার ভাই এর ব্যবহার খুব ভালো। প্যানটিন শ্যাম্পু দ্রুত হাতে পেয়েছি।,2,সেলার ভাই এর ব্যবহার খুব ভালো। প্যানটিন-B শ্যাম্পু-I দ্রুত হাতে পেয়েছি।
689,১০০% অথেন্টিক প্যানটিন শ্যাম্পু। চোখ বন্ধ করে নিতে পারেন সবাই।,2,১০০% অথেন্টিক প্যানটিন-B শ্যাম্পু-I। চোখ বন্ধ করে নিতে পারেন সবাই।
690,"প্যানটিন শ্যাম্পু নিয়ে নতুন কি আর বলব, দারুন!",2,"প্যানটিন-B শ্যাম্পু-I নিয়ে নতুন কি আর বলব, দারুন!"
691,এত কম দামে প্যানটিন শ্যাম্পু। খুব খুশি কিনতে পেরে।,2,এত কম দামে প্যানটিন-B শ্যাম্পু-I। খুব খুশি কিনতে পেরে।
692,অনেক ভালো প্যানটিন শ্যাম্পু। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2,অনেক ভালো প্যানটিন-B শ্যাম্পু-I। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।
693,খুব দ্রুত হাতে পেয়েছি। প্যানটিন শ্যাম্পু এর মান মোটামুটি বলা যায়।,1,খুব দ্রুত হাতে পেয়েছি। প্যানটিন-B শ্যাম্পু-I এর মান মোটামুটি বলা যায়।
694,অসাধারণ প্যানটিন শ্যাম্পু। সবার ব্যবহার করা উচিত।,2,অসাধারণ প্যানটিন-B শ্যাম্পু-I। সবার ব্যবহার করা উচিত।
695,ছবির সাথে প্যানটিন শ্যাম্পু এর হুবহু মিল আছে। খুব সুন্দর।,2,ছবির সাথে প্যানটিন-B শ্যাম্পু-I এর হুবহু মিল আছে। খুব সুন্দর।
696,ধন্যবাদ দারাজ কে। সঠিক প্যানটিন শ্যাম্পু হাতে পেয়েছি।,2,ধন্যবাদ দারাজ কে। সঠিক প্যানটিন-B শ্যাম্পু-I হাতে পেয়েছি।
697,অনেক ভালো প্যানটিন শ্যাম্পু। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2,অনেক ভালো প্যানটিন-B শ্যাম্পু-I। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।
698,এত কম দামে প্যানটিন শ্যাম্পু। খুব খুশি কিনতে পেরে।,2,এত কম দামে প্যানটিন-B শ্যাম্পু-I। খুব খুশি কিনতে পেরে।
699,অসাধারণ প্যানটিন শ্যাম্পু। সবার ব্যবহার করা উচিত।,2,অসাধারণ প্যানটিন-B শ্যাম্পু-I। সবার ব্যবহার করা উচিত।
700,সেলার ভাই এর ব্যবহার খুব ভালো। প্যানটিন শ্যাম্পু দ্রুত হাতে পেয়েছি।,2,সেলার ভাই এর ব্যবহার খুব ভালো। প্যানটিন-B শ্যাম্পু-I দ্রুত হাতে পেয়েছি।
701,ধন্যবাদ দারাজ কে। সঠিক থ্রিডি মাস্ক হাতে পেয়েছি।,2,ধন্যবাদ দারাজ কে। সঠিক থ্রিডি-B মাস্ক-I হাতে পেয়েছি।
702,সেলার ভাই এর ব্যবহার খুব ভালো। থ্রিডি মাস্ক দ্রুত হাতে পেয়েছি।,2,সেলার ভাই এর ব্যবহার খুব ভালো। থ্রিডি-B মাস্ক-I দ্রুত হাতে পেয়েছি।
703,"থ্রিডি মাস্ক নিয়ে নতুন কি আর বলব, দারুন!",2,"থ্রিডি-B মাস্ক-I নিয়ে নতুন কি আর বলব, দারুন!"
704,অসাধারণ থ্রিডি মাস্ক। সবার ব্যবহার করা উচিত।,2,অসাধারণ থ্রিডি-B মাস্ক-I। সবার ব্যবহার করা উচিত।
705,ধন্যবাদ দারাজ কে। সঠিক থ্রিডি মাস্ক হাতে পেয়েছি।,2,ধন্যবাদ দারাজ কে। সঠিক থ্রিডি-B মাস্ক-I হাতে পেয়েছি।
706,"থ্রিডি মাস্ক নিয়ে নতুন কি আর বলব, দারুন!",2,"থ্রিডি-B মাস্ক-I নিয়ে নতুন কি আর বলব, দারুন!"
707,"সব পন্য গুলো ভাল, কিন্তু থ্রিডি মাস্ক টার ডেট একেবারে শেষ প্রান্তে।",0,"সব পন্য গুলো ভাল, কিন্তু থ্রিডি-B মাস্ক-I টার ডেট একেবারে শেষ প্রান্তে।"
708,থ্রিডি মাস্ক সবসময়ই অনেক ভালো কাজ করে। ধন্যবাদ সেলারকে।,2,থ্রিডি-B মাস্ক-I সবসময়ই অনেক ভালো কাজ করে। ধন্যবাদ সেলারকে।
709,ছবির সাথে থ্রিডি মাস্ক এর হুবহু মিল আছে। খুব সুন্দর।,2,ছবির সাথে থ্রিডি-B মাস্ক-I এর হুবহু মিল আছে। খুব সুন্দর।
710,"ফালতু থ্রিডি মাস্ক, কেউ টাকা নষ্ট করে কিনবেন না।",0,"ফালতু থ্রিডি-B মাস্ক-I, কেউ টাকা নষ্ট করে কিনবেন না।"
711,থ্রিডি মাস্ক সবসময়ই অনেক ভালো কাজ করে। ধন্যবাদ সেলারকে।,2,থ্রিডি-B মাস্ক-I সবসময়ই অনেক ভালো কাজ করে। ধন্যবাদ সেলারকে।
712,অনেক ভালো থ্রিডি মাস্ক। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2,অনেক ভালো থ্রিডি-B মাস্ক-I। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।
713,"থ্রিডি মাস্ক নিয়ে নতুন কি আর বলব, দারুন!",2,"থ্রিডি-B মাস্ক-I নিয়ে নতুন কি আর বলব, দারুন!"
714,ধন্যবাদ দারাজ কে। সঠিক থ্রিডি মাস্ক হাতে পেয়েছি।,2,ধন্যবাদ দারাজ কে। সঠিক থ্রিডি-B মাস্ক-I হাতে পেয়েছি।
715,"থ্রিডি মাস্ক নিয়ে নতুন কি আর বলব, দারুন!",2,"থ্রিডি-B মাস্ক-I নিয়ে নতুন কি আর বলব, দারুন!"
716,"অসাধারণ! মিনি থ্রিডি মাস্ক, খুব ভালো প্রোডাক্ট।",2,"অসাধারণ! মিনি থ্রিডি-B মাস্ক-I, খুব ভালো প্রোডাক্ট।"
717,অনেক ভালো একটি থ্রিডি মাস্ক। ধন্যবাদ সেলারকে।,2,অনেক ভালো একটি থ্রিডি-B মাস্ক-I। ধন্যবাদ সেলারকে।
718,১০০% অথেন্টিক থ্রিডি মাস্ক। চোখ বন্ধ করে নিতে পারেন সবাই।,2,১০০% অথেন্টিক থ্রিডি-B মাস্ক-I। চোখ বন্ধ করে নিতে পারেন সবাই।
719,"ছবির মতো সেম থ্রিডি মাস্ক পাইনি, তবে কাজ চলে যাবে।",1,"ছবির মতো সেম থ্রিডি-B মাস্ক-I পাইনি, তবে কাজ চলে যাবে।"
720,বাজারের চেয়ে কম মূল্যে অরিজিনাল থ্রিডি মাস্ক পেয়েছি।,2,বাজারের চেয়ে কম মূল্যে অরিজিনাল থ্রিডি-B মাস্ক-I পেয়েছি।
721,"অর্ডার করেছি অন্যটা, দিলেন এই ফালতু থ্রিডি মাস্ক।",0,"অর্ডার করেছি অন্যটা, দিলেন এই ফালতু থ্রিডি-B মাস্ক-I।"
722,ডেলিভারি অনেক লেট। থ্রিডি মাস্ক হাতে পেয়ে হতাশ হলাম।,0,ডেলিভারি অনেক লেট। থ্রিডি-B মাস্ক-I হাতে পেয়ে হতাশ হলাম।
723,বাজারের চেয়ে কম মূল্যে অরিজিনাল থ্রিডি মাস্ক পেয়েছি।,2,বাজারের চেয়ে কম মূল্যে অরিজিনাল থ্রিডি-B মাস্ক-I পেয়েছি।
724,এত কম দামে থ্রিডি মাস্ক। খুব খুশি কিনতে পেরে।,2,এত কম দামে থ্রিডি-B মাস্ক-I। খুব খুশি কিনতে পেরে।
725,অনেক ভালো একটি থ্রিডি মাস্ক। ধন্যবাদ সেলারকে।,2,অনেক ভালো একটি থ্রিডি-B মাস্ক-I। ধন্যবাদ সেলারকে।
726,"থ্রিডি মাস্ক নিয়ে নতুন কি আর বলব, দারুন!",2,"থ্রিডি-B মাস্ক-I নিয়ে নতুন কি আর বলব, দারুন!"
727,থ্রিডি মাস্ক পেলাম আজকে। সব মিলিয়ে এভারেজ প্রোডাক্ট।,1,থ্রিডি-B মাস্ক-I পেলাম আজকে। সব মিলিয়ে এভারেজ প্রোডাক্ট।
728,জাস্ট অসাধরন থ্রিডি মাস্ক। আমার খুবই পছন্দ হয়েছে।,2,জাস্ট অসাধরন থ্রিডি-B মাস্ক-I। আমার খুবই পছন্দ হয়েছে।
729,অনেক ভালো ছিল থ্রিডি মাস্ক কমে দামে। আপনারা চাইলে নিতে পারেন।,2,অনেক ভালো ছিল থ্রিডি-B মাস্ক-I কমে দামে। আপনারা চাইলে নিতে পারেন।
730,থ্রিডি মাস্ক সবসময়ই অনেক ভালো কাজ করে। ধন্যবাদ সেলারকে।,2,থ্রিডি-B মাস্ক-I সবসময়ই অনেক ভালো কাজ করে। ধন্যবাদ সেলারকে।
731,অর্ডারের সাথে থ্রিডি মাস্ক টা দেয়া হয়নি প্যাকেটে।,0,অর্ডারের সাথে থ্রিডি-B মাস্ক-I টা দেয়া হয়নি প্যাকেটে।
732,দাম অনুযায়ী থ্রিডি মাস্ক একদম ভালো না। কোয়ালিটি আরো ভালো হওয়া উচিত ছিল।,0,দাম অনুযায়ী থ্রিডি-B মাস্ক-I একদম ভালো না। কোয়ালিটি আরো ভালো হওয়া উচিত ছিল।
733,বাজারের চেয়ে কম মূল্যে অরিজিনাল থ্রিডি মাস্ক পেয়েছি।,2,বাজারের চেয়ে কম মূল্যে অরিজিনাল থ্রিডি-B মাস্ক-I পেয়েছি।
734,অনেক ভালো থ্রিডি মাস্ক। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2,অনেক ভালো থ্রিডি-B মাস্ক-I। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।
735,থ্রিডি মাস্ক এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন।,1,থ্রিডি-B মাস্ক-I এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন।
736,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল থ্রিডি মাস্ক পেয়েছি।,2,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল থ্রিডি-B মাস্ক-I পেয়েছি।
737,থ্রিডি মাস্ক পেলাম আজকে। সব মিলিয়ে এভারেজ প্রোডাক্ট।,1,থ্রিডি-B মাস্ক-I পেলাম আজকে। সব মিলিয়ে এভারেজ প্রোডাক্ট।
