id,review,sentiment,bio_tagged_review
299,"দাম হিসাবে ফেসমাস্ক ঠিক আছে, আহামরি কিছু না আবার খারাপও না। ধন্যবাদ।",1,"দাম হিসাবে ফেসমাস্ক-B ঠিক আছে, আহামরি কিছু না আবার খারাপও না। ধন্যবাদ।"
300,অনেক ভালো ছিল ফেসমাস্ক কমে দামে। আপনারা চাইলে নিতে পারেন। ধন্যবাদ দারাজ সেলারকে। ধন্যবাদ।,2,অনেক ভালো ছিল ফেসমাস্ক-B কমে দামে। আপনারা চাইলে নিতে পারেন। ধন্যবাদ দারাজ সেলারকে। ধন্যবাদ।
301,সীল টা খোলা ছিল। সেপনিল মাস্ক টা আঠা আঠা ছিল। এমনটা আশা ছিল না।,0,সীল টা খোলা ছিল। সেপনিল-B মাস্ক-I টা আঠা আঠা ছিল। এমনটা আশা ছিল না।
302,প্রোডাক্ট আশানুরূপ সাথে একটা সেপনিল মাস্ক ভালো পেয়েছি ধন্যবাদ।,2,প্রোডাক্ট আশানুরূপ সাথে একটা সেপনিল-B মাস্ক-I ভালো পেয়েছি ধন্যবাদ।
303,দাম কম কিন্তু কোয়ালিটি অনেক ভালো এই সেপনিল মাস্ক এর।,2,দাম কম কিন্তু কোয়ালিটি অনেক ভালো এই সেপনিল-B মাস্ক-I এর।
304,"সেপনিল মাস্ক টা অনেক সুন্দর, অসংখ্য ধন্যবাদ ডেলিভারি খুব দ্রুত দেয়ার জন্য।",2,"সেপনিল-B মাস্ক-I টা অনেক সুন্দর, অসংখ্য ধন্যবাদ ডেলিভারি খুব দ্রুত দেয়ার জন্য।"
305,সেপনিল মাস্ক এর সুঘ্রাণ অনেক সুন্দর এবং অনেকক্ষণ থাকে।,2,সেপনিল-B মাস্ক-I এর সুঘ্রাণ অনেক সুন্দর এবং অনেকক্ষণ থাকে।
306,"খুবই চমৎকার সেপনিল মাস্ক, অরিজিনাল প্রোডাক্ট দেওয়ার জন্য ধন্যবাদ সেলার ও দারাজকে।",2,"খুবই চমৎকার সেপনিল-B মাস্ক,-I অরিজিনাল প্রোডাক্ট দেওয়ার জন্য ধন্যবাদ সেলার ও দারাজকে।"
307,সেপনিল মাস্ক টি অনেক ভালো এবং মেয়াদ আছে থ্যাংক ইউ দারাজকে।,2,সেপনিল-B মাস্ক-I টি অনেক ভালো এবং মেয়াদ আছে থ্যাংক ইউ দারাজকে।
308,"খুবই চমৎকার সেপনিল মাস্ক, অরিজিনাল প্রোডাক্ট দেওয়ার জন্য ধন্যবাদ সেলার ও দারাজকে। সবাই নিতে পারেন।",2,"খুবই চমৎকার সেপনিল-B মাস্ক,-I অরিজিনাল প্রোডাক্ট দেওয়ার জন্য ধন্যবাদ সেলার ও দারাজকে। সবাই নিতে পারেন।"
309,খুবই ভালো মানের সেপনিল মাস্ক। একদম পারফেক্ট মনে হয় ব্যবহারেও খুব ভাল ফল পেয়েছি।,2,খুবই ভালো মানের সেপনিল-B মাস্ক।-I একদম পারফেক্ট মনে হয় ব্যবহারেও খুব ভাল ফল পেয়েছি।
310,এত কম দামে সেপনিল মাস্ক। খুব খুশি কিনতে পেরে।,2,এত কম দামে সেপনিল-B মাস্ক।-I খুব খুশি কিনতে পেরে।
311,"চলবে, তবে সেপনিল মাস্ক এর মান আরও একটু উন্নত হতে পারত।",1,"চলবে, তবে সেপনিল-B মাস্ক-I এর মান আরও একটু উন্নত হতে পারত।"
312,অসাধারণ সেপনিল মাস্ক। সবার ব্যবহার করা উচিত।,2,অসাধারণ সেপনিল-B মাস্ক।-I সবার ব্যবহার করা উচিত।
313,"সেপনিল মাস্ক টা চলনসই, এই বাজেটে এর চেয়ে ভালো আশা করা যায় না।",1,"সেপনিল-B মাস্ক-I টা চলনসই, এই বাজেটে এর চেয়ে ভালো আশা করা যায় না।"
314,"একদমই বাজে প্রোডাক্ট, কেউ এই সেপনিল মাস্ক কিনবেন না।",0,"একদমই বাজে প্রোডাক্ট, কেউ এই সেপনিল-B মাস্ক-I কিনবেন না।"
315,অনেক ভালো ছিল সেপনিল মাস্ক কমে দামে। আপনারা চাইলে নিতে পারেন। ধন্যবাদ দারাজ সেলারকে।,2,অনেক ভালো ছিল সেপনিল-B মাস্ক-I কমে দামে। আপনারা চাইলে নিতে পারেন। ধন্যবাদ দারাজ সেলারকে।
316,"দাম অনুযায়ী অনেক ভালো একটা সেপনিল মাস্ক, সবাই নিতে পারেন।",2,"দাম অনুযায়ী অনেক ভালো একটা সেপনিল-B মাস্ক,-I সবাই নিতে পারেন।"
317,অনেক ভালো ছিল সেপনিল মাস্ক কমে দামে। আপনারা চাইলে নিতে পারেন। ধন্যবাদ দারাজ সেলারকে। ধন্যবাদ।,2,অনেক ভালো ছিল সেপনিল-B মাস্ক-I কমে দামে। আপনারা চাইলে নিতে পারেন। ধন্যবাদ দারাজ সেলারকে। ধন্যবাদ।
318,সেপনিল মাস্ক সবসময়ই আমার অনেক ভালো লেগেছে। অনেক ভালো একটা প্রোডাক্ট। ধন্যবাদ সেলারকে।,2,সেপনিল-B মাস্ক-I সবসময়ই আমার অনেক ভালো লেগেছে। অনেক ভালো একটা প্রোডাক্ট। ধন্যবাদ সেলারকে।
319,সেপনিল মাস্ক একটি কম পাওয়া গেছে। প্যাকেট ও ছিঁড়া ছিল।,0,সেপনিল-B মাস্ক-I একটি কম পাওয়া গেছে। প্যাকেট ও ছিঁড়া ছিল।
320,সেপনিল মাস্কটা এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন।,1,সেপনিল-B মাস্কটা-I এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন।
321,সেপনিল মাস্ক এর সুঘ্রাণ অনেক সুন্দর এবং অনেকক্ষণ থাকে 😊,2,সেপনিল-B মাস্ক-I এর সুঘ্রাণ অনেক সুন্দর এবং অনেকক্ষণ থাকে 😊
322,সেপনিল মাস্ক সবসময়ই আমার অনেক ভালো লেগেছে। অনেক ভালো একটা প্রোডাক্ট। ধন্যবাদ সেলারকে!!,2,সেপনিল-B মাস্ক-I সবসময়ই আমার অনেক ভালো লেগেছে। অনেক ভালো একটা প্রোডাক্ট। ধন্যবাদ সেলারকে!!
323,"সেপনিল মাস্ক অনেক ভালো, ডেলিভারি খুব ফাস্ট ছিল, সেলারের ব্যবহারও অনেক ভালো।",2,"সেপনিল-B মাস্ক-I অনেক ভালো, ডেলিভারি খুব ফাস্ট ছিল, সেলারের ব্যবহারও অনেক ভালো।"
324,সেপনিল মাস্ক গুলো বেশ ভালোই ছিল। ব্যবহার করে ভালো লেগেছে।,2,সেপনিল-B মাস্ক-I গুলো বেশ ভালোই ছিল। ব্যবহার করে ভালো লেগেছে।
325,"নিশ্চিন্তে নিতে পারেন সবাই, সেপনিল মাস্ক খুবই কাজের জিনিস।",2,"নিশ্চিন্তে নিতে পারেন সবাই, সেপনিল-B মাস্ক-I খুবই কাজের জিনিস।"
326,"দাম হিসাবে সেপনিল মাস্ক ঠিক আছে, আহামরি কিছু না আবার খারাপও না।",1,"দাম হিসাবে সেপনিল-B মাস্ক-I ঠিক আছে, আহামরি কিছু না আবার খারাপও না।"
327,ডেলিভারি ম্যানের ব্যবহার ভালো ছিল এবং সেপনিল মাস্ক টাও চমৎকার।,2,ডেলিভারি ম্যানের ব্যবহার ভালো ছিল এবং সেপনিল-B মাস্ক-I টাও চমৎকার।
328,"প্যাকেজিং অনেক সুন্দর ছিল, সেপনিল মাস্ক একদম অক্ষত অবস্থায় পেয়েছি।",2,"প্যাকেজিং অনেক সুন্দর ছিল, সেপনিল-B মাস্ক-I একদম অক্ষত অবস্থায় পেয়েছি।"
329,সেপনিল মাস্ক গুলো বেশ ভালোই ছিল। ব্যবহার করে ভালো লেগেছে। ধন্যবাদ।,2,সেপনিল-B মাস্ক-I গুলো বেশ ভালোই ছিল। ব্যবহার করে ভালো লেগেছে। ধন্যবাদ।
330,"দাম অনুযায়ী অনেক ভালো একটা সেপনিল মাস্ক, সবাই নিতে পারেন। ধন্যবাদ।",2,"দাম অনুযায়ী অনেক ভালো একটা সেপনিল-B মাস্ক,-I সবাই নিতে পারেন। ধন্যবাদ।"
331,"প্যাকেজিং অনেক সুন্দর ছিল, সেপনিল মাস্ক একদম অক্ষত অবস্থায় পেয়েছি 😊",2,"প্যাকেজিং অনেক সুন্দর ছিল, সেপনিল-B মাস্ক-I একদম অক্ষত অবস্থায় পেয়েছি 😊"
332,"খুবই চমৎকার সেপনিল মাস্ক, অরিজিনাল প্রোডাক্ট দেওয়ার জন্য ধন্যবাদ সেলার ও দারাজকে ❤️",2,"খুবই চমৎকার সেপনিল-B মাস্ক,-I অরিজিনাল প্রোডাক্ট দেওয়ার জন্য ধন্যবাদ সেলার ও দারাজকে ❤️"
333,সেপনিল মাস্ক সবসময়ই আমার অনেক ভালো লেগেছে। অনেক ভালো একটা প্রোডাক্ট। ধন্যবাদ সেলারকে 😊,2,সেপনিল-B মাস্ক-I সবসময়ই আমার অনেক ভালো লেগেছে। অনেক ভালো একটা প্রোডাক্ট। ধন্যবাদ সেলারকে 😊
334,সেপনিল মাস্ক একটি কম পাওয়া গেছে। প্যাকেট ও ছিঁড়া ছিল 😊,0,সেপনিল-B মাস্ক-I একটি কম পাওয়া গেছে। প্যাকেট ও ছিঁড়া ছিল 😊
335,সেপনিল মাস্ক টি অনেক ভালো এবং মেয়াদ আছে থ্যাংক ইউ দারাজকে। সবাই নিতে পারেন।,2,সেপনিল-B মাস্ক-I টি অনেক ভালো এবং মেয়াদ আছে থ্যাংক ইউ দারাজকে। সবাই নিতে পারেন।
336,খুবই ভালো মানের সেপনিল মাস্ক। একদম পারফেক্ট মনে হয় ব্যবহারেও খুব ভাল ফল পেয়েছি!!,2,খুবই ভালো মানের সেপনিল-B মাস্ক।-I একদম পারফেক্ট মনে হয় ব্যবহারেও খুব ভাল ফল পেয়েছি!!
337,সেপনিল মাস্ক টি অনেক ভালো এবং মেয়াদ আছে থ্যাংক ইউ দারাজকে ❤️,2,সেপনিল-B মাস্ক-I টি অনেক ভালো এবং মেয়াদ আছে থ্যাংক ইউ দারাজকে ❤️
338,ডেলিভারি ম্যানের ব্যবহার ভালো ছিল এবং সেপনিল মাস্ক টাও চমৎকার 😊,2,ডেলিভারি ম্যানের ব্যবহার ভালো ছিল এবং সেপনিল-B মাস্ক-I টাও চমৎকার 😊
339,"সেপনিল মাস্ক টা অনেক সুন্দর, অসংখ্য ধন্যবাদ ডেলিভারি খুব দ্রুত দেয়ার জন্য ❤️",2,"সেপনিল-B মাস্ক-I টা অনেক সুন্দর, অসংখ্য ধন্যবাদ ডেলিভারি খুব দ্রুত দেয়ার জন্য ❤️"
340,"সেপনিল মাস্ক এর কার্যকারিতা জিরো, কোনো কাজের না এটা।",0,"সেপনিল-B মাস্ক-I এর কার্যকারিতা জিরো, কোনো কাজের না এটা।"
341,"১০০% অরিজিনাল সেপনিল মাস্ক, যেমনটা চেয়েছি তেমনটাই পেয়েছি।",2,"১০০% অরিজিনাল সেপনিল-B মাস্ক,-I যেমনটা চেয়েছি তেমনটাই পেয়েছি।"
342,প্রোডাক্ট আশানুরূপ সাথে একটা সেপনিল মাস্ক ভালো পেয়েছি ধন্যবাদ 👍,2,প্রোডাক্ট আশানুরূপ সাথে একটা সেপনিল-B মাস্ক-I ভালো পেয়েছি ধন্যবাদ 👍
343,"দাম অনুযায়ী অনেক ভালো একটা সেপনিল মাস্ক, সবাই নিতে পারেন!!",2,"দাম অনুযায়ী অনেক ভালো একটা সেপনিল-B মাস্ক,-I সবাই নিতে পারেন!!"
344,"দাম অনুযায়ী অনেক ভালো একটা সেপনিল মাস্ক, সবাই নিতে পারেন 👍",2,"দাম অনুযায়ী অনেক ভালো একটা সেপনিল-B মাস্ক,-I সবাই নিতে পারেন 👍"
345,"মোটামুটি ভালোই মনে হচ্ছে, সেপনিল মাস্ক এর কোয়ালিটি স্বাভাবিক।",1,"মোটামুটি ভালোই মনে হচ্ছে, সেপনিল-B মাস্ক-I এর কোয়ালিটি স্বাভাবিক।"
346,অনেক ভালো ছিল সেপনিল মাস্ক কমে দামে। আপনারা চাইলে নিতে পারেন। ধন্যবাদ দারাজ সেলারকে!!,2,অনেক ভালো ছিল সেপনিল-B মাস্ক-I কমে দামে। আপনারা চাইলে নিতে পারেন। ধন্যবাদ দারাজ সেলারকে!!
347,প্রোডাক্ট আশানুরূপ সাথে একটা সেপনিল মাস্ক ভালো পেয়েছি ধন্যবাদ ❤️,2,প্রোডাক্ট আশানুরূপ সাথে একটা সেপনিল-B মাস্ক-I ভালো পেয়েছি ধন্যবাদ ❤️
348,"প্যাকেজিং অনেক সুন্দর ছিল, সেপনিল মাস্ক একদম অক্ষত অবস্থায় পেয়েছি। সবাই নিতে পারেন।",2,"প্যাকেজিং অনেক সুন্দর ছিল, সেপনিল-B মাস্ক-I একদম অক্ষত অবস্থায় পেয়েছি। সবাই নিতে পারেন।"
349,"সেপনিল মাস্ক অনেক ভালো, ডেলিভারি খুব ফাস্ট ছিল, সেলারের ব্যবহারও অনেক ভালো 😊",2,"সেপনিল-B মাস্ক-I অনেক ভালো, ডেলিভারি খুব ফাস্ট ছিল, সেলারের ব্যবহারও অনেক ভালো 😊"
350,খুবই অল্প দামে ভালোমানের সেপনিল মাস্ক পেয়ে অনেক ভালো লাগছে।,2,খুবই অল্প দামে ভালোমানের সেপনিল-B মাস্ক-I পেয়ে অনেক ভালো লাগছে।
351,সেপনিল মাস্কটা এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন 👍,1,সেপনিল-B মাস্কটা-I এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন 👍
352,"নিশ্চিন্তে নিতে পারেন সবাই, সেপনিল মাস্ক খুবই কাজের জিনিস। ধন্যবাদ।",2,"নিশ্চিন্তে নিতে পারেন সবাই, সেপনিল-B মাস্ক-I খুবই কাজের জিনিস। ধন্যবাদ।"
353,সেপনিল মাস্ক গুলো বেশ ভালোই ছিল। ব্যবহার করে ভালো লেগেছে। সবাই নিতে পারেন।,2,সেপনিল-B মাস্ক-I গুলো বেশ ভালোই ছিল। ব্যবহার করে ভালো লেগেছে। সবাই নিতে পারেন।
354,এত কম দামে সেপনিল মাস্ক। খুব খুশি কিনতে পেরে। সবাই নিতে পারেন।,2,এত কম দামে সেপনিল-B মাস্ক।-I খুব খুশি কিনতে পেরে। সবাই নিতে পারেন।
355,সীল টা খোলা ছিল। সেপনিল মাস্ক টা আঠা আঠা ছিল। এমনটা আশা ছিল না। ধন্যবাদ।,0,সীল টা খোলা ছিল। সেপনিল-B মাস্ক-I টা আঠা আঠা ছিল। এমনটা আশা ছিল না। ধন্যবাদ।
356,সেপনিল মাস্ক টি অনেক ভালো এবং মেয়াদ আছে থ্যাংক ইউ দারাজকে। ধন্যবাদ।,2,সেপনিল-B মাস্ক-I টি অনেক ভালো এবং মেয়াদ আছে থ্যাংক ইউ দারাজকে। ধন্যবাদ।
357,"সেপনিল মাস্ক টি দেয়া হয়নি, সেলারের রেসপন্সও খারাপ।",0,"সেপনিল-B মাস্ক-I টি দেয়া হয়নি, সেলারের রেসপন্সও খারাপ।"
358,"প্যাকেজিং মোটামুটি ভালো ছিল, সেপনিল মাস্ক এর পারফরম্যান্স এভারেজ।",1,"প্যাকেজিং মোটামুটি ভালো ছিল, সেপনিল-B মাস্ক-I এর পারফরম্যান্স এভারেজ।"
359,"দাম হিসাবে সেপনিল মাস্ক ঠিক আছে, আহামরি কিছু না আবার খারাপও না!!",1,"দাম হিসাবে সেপনিল-B মাস্ক-I ঠিক আছে, আহামরি কিছু না আবার খারাপও না!!"
360,"দাম হিসাবে সেপনিল মাস্ক ঠিক আছে, আহামরি কিছু না আবার খারাপও না। সবাই নিতে পারেন।",1,"দাম হিসাবে সেপনিল-B মাস্ক-I ঠিক আছে, আহামরি কিছু না আবার খারাপও না। সবাই নিতে পারেন।"
361,"প্যাকেজিং অনেক সুন্দর ছিল, সেপনিল মাস্ক একদম অক্ষত অবস্থায় পেয়েছি। ধন্যবাদ।",2,"প্যাকেজিং অনেক সুন্দর ছিল, সেপনিল-B মাস্ক-I একদম অক্ষত অবস্থায় পেয়েছি। ধন্যবাদ।"
362,দাম কম কিন্তু কোয়ালিটি অনেক ভালো এই সেপনিল মাস্ক এর 😊,2,দাম কম কিন্তু কোয়ালিটি অনেক ভালো এই সেপনিল-B মাস্ক-I এর 😊
363,সাধারণ ব্যবহারের জন্য সেপনিল মাস্ক ঠিক আছে।,1,সাধারণ ব্যবহারের জন্য সেপনিল-B মাস্ক-I ঠিক আছে।
364,খুবই অল্প দামে ভালোমানের সেপনিল মাস্ক পেয়ে অনেক ভালো লাগছে 👍,2,খুবই অল্প দামে ভালোমানের সেপনিল-B মাস্ক-I পেয়ে অনেক ভালো লাগছে 👍
365,দাম কম কিন্তু কোয়ালিটি অনেক ভালো এই সেপনিল মাস্ক এর। সবাই নিতে পারেন।,2,দাম কম কিন্তু কোয়ালিটি অনেক ভালো এই সেপনিল-B মাস্ক-I এর। সবাই নিতে পারেন।
366,দাম কম কিন্তু কোয়ালিটি অনেক ভালো এই সেপনিল মাস্ক এর!!,2,দাম কম কিন্তু কোয়ালিটি অনেক ভালো এই সেপনিল-B মাস্ক-I এর!!
367,"দাম অনুযায়ী অনেক ভালো একটা সেপনিল মাস্ক, সবাই নিতে পারেন ❤️",2,"দাম অনুযায়ী অনেক ভালো একটা সেপনিল-B মাস্ক,-I সবাই নিতে পারেন ❤️"
368,অসাধারণ সেপনিল মাস্ক। সবার ব্যবহার করা উচিত ❤️,2,অসাধারণ সেপনিল-B মাস্ক।-I সবার ব্যবহার করা উচিত ❤️
369,অনেক ভালো ছিল সেপনিল মাস্ক কমে দামে। আপনারা চাইলে নিতে পারেন। ধন্যবাদ দারাজ সেলারকে ❤️,2,অনেক ভালো ছিল সেপনিল-B মাস্ক-I কমে দামে। আপনারা চাইলে নিতে পারেন। ধন্যবাদ দারাজ সেলারকে ❤️
370,খুবই অল্প দামে ভালোমানের সেপনিল মাস্ক পেয়ে অনেক ভালো লাগছে!!,2,খুবই অল্প দামে ভালোমানের সেপনিল-B মাস্ক-I পেয়ে অনেক ভালো লাগছে!!
371,"ব্যবহার করে দেখছি, সেপনিল মাস্ক এর কার্যকারিতা সাধারণ মানের।",1,"ব্যবহার করে দেখছি, সেপনিল-B মাস্ক-I এর কার্যকারিতা সাধারণ মানের।"
372,"নিশ্চিন্তে নিতে পারেন সবাই, সেপনিল মাস্ক খুবই কাজের জিনিস ❤️",2,"নিশ্চিন্তে নিতে পারেন সবাই, সেপনিল-B মাস্ক-I খুবই কাজের জিনিস ❤️"
373,প্রোডাক্ট আশানুরূপ সাথে একটা সেপনিল মাস্ক ভালো পেয়েছি ধন্যবাদ!!,2,প্রোডাক্ট আশানুরূপ সাথে একটা সেপনিল-B মাস্ক-I ভালো পেয়েছি ধন্যবাদ!!
374,"সেপনিল মাস্ক অনেক ভালো, ডেলিভারি খুব ফাস্ট ছিল, সেলারের ব্যবহারও অনেক ভালো ❤️",2,"সেপনিল-B মাস্ক-I অনেক ভালো, ডেলিভারি খুব ফাস্ট ছিল, সেলারের ব্যবহারও অনেক ভালো ❤️"
375,সেপনিল মাস্ক গুলো বেশ ভালোই ছিল। ব্যবহার করে ভালো লেগেছে 👍,2,সেপনিল-B মাস্ক-I গুলো বেশ ভালোই ছিল। ব্যবহার করে ভালো লেগেছে 👍
376,অর্ডার করেছি একটা সেপনিল মাস্ক দিলেন অন্য ব্র্যান্ডের টা।,0,অর্ডার করেছি একটা সেপনিল-B মাস্ক-I দিলেন অন্য ব্র্যান্ডের টা।
377,"প্যাকেজিং মোটামুটি ভালো ছিল, সেপনিল মাস্ক এর পারফরম্যান্স এভারেজ ❤️",1,"প্যাকেজিং মোটামুটি ভালো ছিল, সেপনিল-B মাস্ক-I এর পারফরম্যান্স এভারেজ ❤️"
378,প্রোডাক্ট আশানুরূপ সাথে একটা সেপনিল মাস্ক ভালো পেয়েছি ধন্যবাদ। সবাই নিতে পারেন।,2,প্রোডাক্ট আশানুরূপ সাথে একটা সেপনিল-B মাস্ক-I ভালো পেয়েছি ধন্যবাদ। সবাই নিতে পারেন।
379,"দাম অনুযায়ী সেপনিল মাস্ক মোটামুটি কাজের, খুব বেশি এক্সপেক্ট করবেন না।",1,"দাম অনুযায়ী সেপনিল-B মাস্ক-I মোটামুটি কাজের, খুব বেশি এক্সপেক্ট করবেন না।"
380,"অর্ডার করার পর ভুল সেপনিল মাস্ক পাঠিয়েছে, রিটার্ন করব ভাবছি।",0,"অর্ডার করার পর ভুল সেপনিল-B মাস্ক-I পাঠিয়েছে, রিটার্ন করব ভাবছি।"
381,"১০০% অরিজিনাল সেপনিল মাস্ক, যেমনটা চেয়েছি তেমনটাই পেয়েছি!!",2,"১০০% অরিজিনাল সেপনিল-B মাস্ক,-I যেমনটা চেয়েছি তেমনটাই পেয়েছি!!"
382,ডেলিভারি ম্যানের ব্যবহার ভালো ছিল এবং সেপনিল মাস্ক টাও চমৎকার। সবাই নিতে পারেন।,2,ডেলিভারি ম্যানের ব্যবহার ভালো ছিল এবং সেপনিল-B মাস্ক-I টাও চমৎকার। সবাই নিতে পারেন।
383,"১০০% অরিজিনাল সেপনিল মাস্ক, যেমনটা চেয়েছি তেমনটাই পেয়েছি ❤️",2,"১০০% অরিজিনাল সেপনিল-B মাস্ক,-I যেমনটা চেয়েছি তেমনটাই পেয়েছি ❤️"
384,সেপনিল মাস্ক টি অনেক ভালো এবং মেয়াদ আছে থ্যাংক ইউ দারাজকে!!,2,সেপনিল-B মাস্ক-I টি অনেক ভালো এবং মেয়াদ আছে থ্যাংক ইউ দারাজকে!!
385,"খুবই সন্তুষ্ট আমি, এই সেপনিল মাস্ক সত্যি অনেক ভালো।",2,"খুবই সন্তুষ্ট আমি, এই সেপনিল-B মাস্ক-I সত্যি অনেক ভালো।"
386,"অর্ডার দিয়েছিলাম সেপনিল মাস্ক, পেয়েছি ঠিকঠাক কিন্তু ডেলিভারি একটু লেট ছিল।",1,"অর্ডার দিয়েছিলাম সেপনিল-B মাস্ক,-I পেয়েছি ঠিকঠাক কিন্তু ডেলিভারি একটু লেট ছিল।"
387,"খুবই চমৎকার সেপনিল মাস্ক, অরিজিনাল প্রোডাক্ট দেওয়ার জন্য ধন্যবাদ সেলার ও দারাজকে 👍",2,"খুবই চমৎকার সেপনিল-B মাস্ক,-I অরিজিনাল প্রোডাক্ট দেওয়ার জন্য ধন্যবাদ সেলার ও দারাজকে 👍"
388,"সেপনিল মাস্ক এর কার্যকারিতা জিরো, কোনো কাজের না এটা। সবাই নিতে পারেন।",0,"সেপনিল-B মাস্ক-I এর কার্যকারিতা জিরো, কোনো কাজের না এটা। সবাই নিতে পারেন।"
389,"১০০% অরিজিনাল সেপনিল মাস্ক, যেমনটা চেয়েছি তেমনটাই পেয়েছি। ধন্যবাদ।",2,"১০০% অরিজিনাল সেপনিল-B মাস্ক,-I যেমনটা চেয়েছি তেমনটাই পেয়েছি। ধন্যবাদ।"
390,"সেপনিল মাস্ক টা চলনসই, এই বাজেটে এর চেয়ে ভালো আশা করা যায় না ❤️",1,"সেপনিল-B মাস্ক-I টা চলনসই, এই বাজেটে এর চেয়ে ভালো আশা করা যায় না-B ❤️-I"
391,দাম কম কিন্তু কোয়ালিটি অনেক ভালো এই সেপনিল মাস্ক এর ❤️,2,দাম কম কিন্তু কোয়ালিটি অনেক ভালো এই সেপনিল-B মাস্ক-I এর ❤️
392,সেপনিল মাস্ক টি অনেক ভালো এবং মেয়াদ আছে থ্যাংক ইউ দারাজকে 😊,2,সেপনিল-B মাস্ক-I টি অনেক ভালো এবং মেয়াদ আছে থ্যাংক ইউ দারাজকে 😊
393,"সেপনিল মাস্ক টা অনেক সুন্দর, অসংখ্য ধন্যবাদ ডেলিভারি খুব দ্রুত দেয়ার জন্য। সবাই নিতে পারেন।",2,"সেপনিল-B মাস্ক-I টা অনেক সুন্দর, অসংখ্য ধন্যবাদ ডেলিভারি খুব দ্রুত দেয়ার জন্য। সবাই নিতে পারেন।"
394,দাম কম কিন্তু কোয়ালিটি অনেক ভালো এই সেপনিল মাস্ক এর 👍,2,দাম কম কিন্তু কোয়ালিটি অনেক ভালো এই সেপনিল-B মাস্ক-I এর 👍
395,ডেলিভারি ম্যানের ব্যবহার ভালো ছিল এবং সেপনিল মাস্ক টাও চমৎকার 👍,2,ডেলিভারি ম্যানের ব্যবহার ভালো ছিল এবং সেপনিল-B মাস্ক-I টাও চমৎকার 👍
396,"প্যাকেজিং অনেক সুন্দর ছিল, সেপনিল মাস্ক একদম অক্ষত অবস্থায় পেয়েছি!!",2,"প্যাকেজিং অনেক সুন্দর ছিল, সেপনিল-B মাস্ক-I একদম অক্ষত অবস্থায় পেয়েছি!!"
397,সেপনিল মাস্ক এর সুঘ্রাণ অনেক সুন্দর এবং অনেকক্ষণ থাকে। ধন্যবাদ।,2,সেপনিল-B মাস্ক-I এর সুঘ্রাণ অনেক সুন্দর এবং অনেকক্ষণ থাকে। ধন্যবাদ।
398,"সেপনিল মাস্ক অনেক ভালো, ডেলিভারি খুব ফাস্ট ছিল, সেলারের ব্যবহারও অনেক ভালো 👍",2,"সেপনিল-B মাস্ক-I অনেক ভালো, ডেলিভারি খুব ফাস্ট ছিল, সেলারের ব্যবহারও অনেক ভালো 👍"
399,"সেপনিল মাস্ক টা অনেক সুন্দর, অসংখ্য ধন্যবাদ ডেলিভারি খুব দ্রুত দেয়ার জন্য। ধন্যবাদ।",2,"সেপনিল-B মাস্ক-I টা অনেক সুন্দর, অসংখ্য ধন্যবাদ ডেলিভারি খুব দ্রুত দেয়ার জন্য। ধন্যবাদ।"
400,"সেপনিল মাস্ক অনেক ভালো, ডেলিভারি খুব ফাস্ট ছিল, সেলারের ব্যবহারও অনেক ভালো!!",2,"সেপনিল-B মাস্ক-I অনেক ভালো, ডেলিভারি খুব ফাস্ট ছিল, সেলারের ব্যবহারও অনেক ভালো!!"
401,"দাম হিসাবে লাক্স সাবান ঠিক আছে, আহামরি কিছু না আবার খারাপও না।",1,"দাম হিসাবে লাক্স-B সাবান-I ঠিক আছে, আহামরি কিছু না আবার খারাপও না।"
402,"খুবই সন্তুষ্ট আমি, এই লাক্স সাবান সত্যি অনেক ভালো।",2,"খুবই সন্তুষ্ট আমি, এই লাক্স-B সাবান-I সত্যি অনেক ভালো।"
403,"লাক্স সাবান অনেক ভালো, ডেলিভারি খুব ফাস্ট ছিল, সেলারের ব্যবহারও অনেক ভালো।",2,"লাক্স-B সাবান-I অনেক ভালো, ডেলিভারি খুব ফাস্ট ছিল, সেলারের ব্যবহারও অনেক ভালো।"
404,"খুবই চমৎকার লাক্স সাবান, অরিজিনাল প্রোডাক্ট দেওয়ার জন্য ধন্যবাদ সেলার ও দারাজকে।",2,"খুবই চমৎকার লাক্স-B সাবান,-I অরিজিনাল প্রোডাক্ট দেওয়ার জন্য ধন্যবাদ সেলার ও দারাজকে।"
405,প্রোডাক্ট আশানুরূপ সাথে একটা লাক্স সাবান ভালো পেয়েছি ধন্যবাদ।,2,প্রোডাক্ট আশানুরূপ সাথে একটা লাক্স-B সাবান-I ভালো পেয়েছি ধন্যবাদ।
406,"প্যাকেজিং অনেক সুন্দর ছিল, লাক্স সাবান একদম অক্ষত অবস্থায় পেয়েছি।",2,"প্যাকেজিং অনেক সুন্দর ছিল, লাক্স-B সাবান-I একদম অক্ষত অবস্থায় পেয়েছি।"
407,"নিশ্চিন্তে নিতে পারেন সবাই, লাক্স সাবান খুবই কাজের জিনিস।",2,"নিশ্চিন্তে নিতে পারেন সবাই, লাক্স-B সাবান-I খুবই কাজের জিনিস।"
