id,review,sentiment
779,থ্রিডি মাস্কটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0
780,থ্রিডি মাস্ক টি ডেলিভারি পেয়েছি। ধন্যবাদ।,1
781,থ্রিডি মাস্ক টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।,0
782,থ্রিডি মাস্ক টি অনেক ভালো! আমি খুবই খুশি।,2
783,থ্রিডি মাস্কটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0
784,থ্রিডি মাস্ক টি অনেক ভালো! আমি খুবই খুশি।,2
785,থ্রিডি মাস্ক টি ডেলিভারি পেয়েছি। ধন্যবাদ।,1
786,থ্রিডি মাস্ক টি খুব কাজের। দাম অনুযায়ী দারুণ।,2
787,থ্রিডি মাস্ক ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2
788,থ্রিডি মাস্ক ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2
789,থ্রিডি মাস্ক অনেক চমৎকার একটা প্রোডাক্ট।,2
790,"থ্রিডি মাস্ক ব্যবহার করছি, এখনো কোনো মতামত নেই।",1
791,থ্রিডি মাস্কটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0
792,থ্রিডি মাস্ক টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0
793,থ্রিডি মাস্ক টি হাতে পেয়েছি। মোটামুটি ভালো।,1
794,থ্রিডি মাস্কটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0
795,থ্রিডি মাস্ক টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0
796,"থ্রিডি মাস্ক ব্যবহার করছি, এখনো কোনো মতামত নেই।",1
797,থ্রিডি মাস্ক টি যেমন আশা করেছিলাম তেমনই। ঠিকঠাক আছে।,1
798,থ্রিডি মাস্ক টি অনেক ভালো! আমি খুবই খুশি।,2
799,থ্রিডি মাস্ক টি অনেক ভালো! আমি খুবই খুশি।,2
800,থ্রিডি মাস্ক টি অনেক ভালো! আমি খুবই খুশি।,2
801,সানছ ক্রিম অনেক চমৎকার একটা প্রোডাক্ট।,2
802,সানছ ক্রিম টি খুব কাজের। দাম অনুযায়ী দারুণ।,2
803,সানছ ক্রিম টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0
804,সানছ ক্রিম টি অনেক ভালো! আমি খুবই খুশি।,2
805,সানছ ক্রিম টি সম্পর্কে নতুন করে বলার কিছু নেই।,1
806,সানছ ক্রিম টি ডেলিভারি পেয়েছি। ধন্যবাদ।,1
807,সানছ ক্রিমটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0
808,সানছ ক্রিম টি যেমন আশা করেছিলাম তেমনই। ঠিকঠাক আছে।,1
809,"সানছ ক্রিম ব্যবহার করছি, এখনো কোনো মতামত নেই।",1
810,সানছ ক্রিম টি খুবই বাজে। একদম ভালো না।,0
811,সানছ ক্রিম টি অনেক ভালো! আমি খুবই খুশি।,2
812,"সানছ ক্রিম ব্যবহার করছি, এখনো কোনো মতামত নেই।",1
813,সানছ ক্রিম অনেক চমৎকার একটা প্রোডাক্ট।,2
814,সানছ ক্রিম অনেক চমৎকার একটা প্রোডাক্ট।,2
815,সানছ ক্রিম ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2
816,সানছ ক্রিম টি খুবই বাজে। একদম ভালো না।,0
817,সানছ ক্রিমটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0
818,সানছ ক্রিম টি অনেক ভালো! আমি খুবই খুশি।,2
819,সানছ ক্রিমটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0
820,সানছ ক্রিম টি খুব কাজের। দাম অনুযায়ী দারুণ।,2
821,সানছ ক্রিম টি খুবই বাজে। একদম ভালো না।,0
822,সানছ ক্রিমটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0
823,"সানছ ক্রিম ব্যবহার করছি, এখনো কোনো মতামত নেই।",1
824,"সানছ ক্রিম ব্যবহার করছি, এখনো কোনো মতামত নেই।",1
825,সানছ ক্রিম এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।,2
826,সানছ ক্রিম টি ডেলিভারি পেয়েছি। ধন্যবাদ।,1
827,সানছ ক্রিম টি খুবই বাজে। একদম ভালো না।,0
828,সানছ ক্রিম টি হাতে পেয়েছি। মোটামুটি ভালো।,1
829,সানছ ক্রিমটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0
830,সানছ ক্রিম টি যেমন আশা করেছিলাম তেমনই। ঠিকঠাক আছে।,1
831,সানছ ক্রিমটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0
832,সানছ ক্রিম টি অনেক ভালো! আমি খুবই খুশি।,2
833,সানছ ক্রিমটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0
834,সানছ ক্রিম টি সম্পর্কে নতুন করে বলার কিছু নেই।,1
835,সানছ ক্রিম টি অনেক ভালো! আমি খুবই খুশি।,2
836,সানছ ক্রিম টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0
837,সানছ ক্রিম টি খুবই বাজে। একদম ভালো না।,0
838,সানছ ক্রিম টি যেমন আশা করেছিলাম তেমনই। ঠিকঠাক আছে।,1
839,সানছ ক্রিম টি অনেক ভালো! আমি খুবই খুশি।,2
840,সানছ ক্রিমটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0
841,সানছ ক্রিম টি অনেক ভালো! আমি খুবই খুশি।,2
842,সানছ ক্রিমটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0
843,সানছ ক্রিম এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।,2
844,সানছ ক্রিম টি খুব কাজের। দাম অনুযায়ী দারুণ।,2
845,সানছ ক্রিম টি খুবই বাজে। একদম ভালো না।,0
846,"সানছ ক্রিম ব্যবহার করছি, এখনো কোনো মতামত নেই।",1
847,সানছ ক্রিম টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0
848,সানছ ক্রিম ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2
849,সানছ ক্রিমটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0
850,সানছ ক্রিম টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।,0
851,সানছ ক্রিম টি অনেক ভালো! আমি খুবই খুশি।,2
852,সানছ ক্রিম টি সম্পর্কে নতুন করে বলার কিছু নেই।,1
853,সানছ ক্রিমটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0
854,সানছ ক্রিম অনেক চমৎকার একটা প্রোডাক্ট।,2
855,সানছ ক্রিমটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0
856,সানছ ক্রিম টি সম্পর্কে নতুন করে বলার কিছু নেই।,1
857,সানছ ক্রিমটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0
858,সানছ ক্রিম টি ডেলিভারি পেয়েছি। ধন্যবাদ।,1
859,সানছ ক্রিমটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0
860,সানছ ক্রিমটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0
861,সানছ ক্রিম টি যেমন আশা করেছিলাম তেমনই। ঠিকঠাক আছে।,1
862,সানছ ক্রিম টি অনেক ভালো! আমি খুবই খুশি।,2
863,সানছ ক্রিমটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0
864,সানছ ক্রিম টি খুবই বাজে। একদম ভালো না।,0
865,সানছ ক্রিম টি খুবই বাজে। একদম ভালো না।,0
866,সানছ ক্রিম টি ডেলিভারি পেয়েছি। ধন্যবাদ।,1
867,সানছ ক্রিম টি যেমন আশা করেছিলাম তেমনই। ঠিকঠাক আছে।,1
868,"সানছ ক্রিম ব্যবহার করছি, এখনো কোনো মতামত নেই।",1
869,"সানছ ক্রিম ব্যবহার করছি, এখনো কোনো মতামত নেই।",1
870,সানছ ক্রিম টি সম্পর্কে নতুন করে বলার কিছু নেই।,1
871,সানছ ক্রিম ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2
872,সানছ ক্রিম টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0
873,সানছ ক্রিম টি ডেলিভারি পেয়েছি। ধন্যবাদ।,1
874,সানছ ক্রিম টি যেমন আশা করেছিলাম তেমনই। ঠিকঠাক আছে।,1
875,সানছ ক্রিম টি অনেক ভালো! আমি খুবই খুশি।,2
876,সানছ ক্রিম ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2
877,সানছ ক্রিম টি হাতে পেয়েছি। মোটামুটি ভালো।,1
878,সানছ ক্রিম টি অনেক ভালো! আমি খুবই খুশি।,2
879,সানছ ক্রিম টি খুব কাজের। দাম অনুযায়ী দারুণ।,2
880,সানছ ক্রিম এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।,2
881,সানছ ক্রিম টি খুব কাজের। দাম অনুযায়ী দারুণ।,2
882,সানছ ক্রিম টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0
883,সানছ ক্রিম এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।,2
884,সানছ ক্রিম অনেক চমৎকার একটা প্রোডাক্ট।,2
885,সানছ ক্রিম টি খুবই বাজে। একদম ভালো না।,0
886,সানছ ক্রিম টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।,0
887,সানছ ক্রিম ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2
888,সানছ ক্রিম ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2
889,সানছ ক্রিম টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।,0
890,সানছ ক্রিম টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0
891,সানছ ক্রিম ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2
892,সানছ ক্রিম অনেক চমৎকার একটা প্রোডাক্ট।,2
893,সানছ ক্রিম টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।,0
894,সানছ ক্রিম টি খুব কাজের। দাম অনুযায়ী দারুণ।,2
895,সানছ ক্রিম টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0
896,"সানছ ক্রিম ব্যবহার করছি, এখনো কোনো মতামত নেই।",1
897,সানছ ক্রিম এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।,2
898,সানছ ক্রিম টি যেমন আশা করেছিলাম তেমনই। ঠিকঠাক আছে।,1
899,সানছ ক্রিম টি হাতে পেয়েছি। মোটামুটি ভালো।,1
900,"সানছ ক্রিম ব্যবহার করছি, এখনো কোনো মতামত নেই।",1
901,অলিভ অয়েল টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।,0
902,অলিভ অয়েল টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0
903,অলিভ অয়েল এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।,2
904,অলিভ অয়েল টি সম্পর্কে নতুন করে বলার কিছু নেই।,1
905,অলিভ অয়েল টি হাতে পেয়েছি। মোটামুটি ভালো।,1
906,অলিভ অয়েল টি সম্পর্কে নতুন করে বলার কিছু নেই।,1
907,অলিভ অয়েলটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0
908,অলিভ অয়েল টি সম্পর্কে নতুন করে বলার কিছু নেই।,1
909,অলিভ অয়েল টি সম্পর্কে নতুন করে বলার কিছু নেই।,1
910,অলিভ অয়েল টি অনেক ভালো! আমি খুবই খুশি।,2
911,অলিভ অয়েল টি হাতে পেয়েছি। মোটামুটি ভালো।,1
912,অলিভ অয়েলটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0
913,অলিভ অয়েল টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।,0
914,অলিভ অয়েল টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0
915,অলিভ অয়েল টি ডেলিভারি পেয়েছি। ধন্যবাদ।,1
916,অলিভ অয়েল এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।,2
917,অলিভ অয়েল ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2
918,অলিভ অয়েল টি খুবই বাজে। একদম ভালো না।,0
919,অলিভ অয়েল অনেক চমৎকার একটা প্রোডাক্ট।,2
920,অলিভ অয়েল অনেক চমৎকার একটা প্রোডাক্ট।,2
921,অলিভ অয়েল টি অনেক ভালো! আমি খুবই খুশি।,2
922,অলিভ অয়েল এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।,2
923,অলিভ অয়েলটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0
924,অলিভ অয়েল টি সম্পর্কে নতুন করে বলার কিছু নেই।,1
925,অলিভ অয়েল টি হাতে পেয়েছি। মোটামুটি ভালো।,1
926,অলিভ অয়েল টি যেমন আশা করেছিলাম তেমনই। ঠিকঠাক আছে।,1
927,অলিভ অয়েল টি হাতে পেয়েছি। মোটামুটি ভালো।,1
928,অলিভ অয়েল টি ডেলিভারি পেয়েছি। ধন্যবাদ।,1
929,অলিভ অয়েল টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।,0
930,"অলিভ অয়েল ব্যবহার করছি, এখনো কোনো মতামত নেই।",1
931,অলিভ অয়েল টি অনেক ভালো! আমি খুবই খুশি।,2
932,অলিভ অয়েল টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।,0
933,অলিভ অয়েল টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0
934,অলিভ অয়েল অনেক চমৎকার একটা প্রোডাক্ট।,2
935,অলিভ অয়েলটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0
936,অলিভ অয়েলটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0
937,অলিভ অয়েল ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2
938,অলিভ অয়েল টি অনেক ভালো! আমি খুবই খুশি।,2
939,"অলিভ অয়েল ব্যবহার করছি, এখনো কোনো মতামত নেই।",1
940,অলিভ অয়েল টি ডেলিভারি পেয়েছি। ধন্যবাদ।,1
941,অলিভ অয়েল টি হাতে পেয়েছি। মোটামুটি ভালো।,1
942,অলিভ অয়েল টি হাতে পেয়েছি। মোটামুটি ভালো।,1
943,অলিভ অয়েল টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0
944,অলিভ অয়েল টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0
945,অলিভ অয়েল ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2
946,অলিভ অয়েল ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2
947,অলিভ অয়েল টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।,0
948,অলিভ অয়েল টি যেমন আশা করেছিলাম তেমনই। ঠিকঠাক আছে।,1
949,অলিভ অয়েল টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।,0
950,অলিভ অয়েল টি সম্পর্কে নতুন করে বলার কিছু নেই।,1
951,অলিভ অয়েল টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।,0
952,অলিভ অয়েল টি হাতে পেয়েছি। মোটামুটি ভালো।,1
953,অলিভ অয়েল টি ডেলিভারি পেয়েছি। ধন্যবাদ।,1
954,অলিভ অয়েল ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2
955,অলিভ অয়েল টি সম্পর্কে নতুন করে বলার কিছু নেই।,1
956,অলিভ অয়েলটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0
957,"অলিভ অয়েল ব্যবহার করছি, এখনো কোনো মতামত নেই।",1
958,অলিভ অয়েল টি খুব কাজের। দাম অনুযায়ী দারুণ।,2
959,অলিভ অয়েল টি সম্পর্কে নতুন করে বলার কিছু নেই।,1
960,অলিভ অয়েল টি খুব কাজের। দাম অনুযায়ী দারুণ।,2
961,অলিভ অয়েল টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।,0
962,অলিভ অয়েলটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0
963,অলিভ অয়েল ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2
964,"অলিভ অয়েল ব্যবহার করছি, এখনো কোনো মতামত নেই।",1
965,অলিভ অয়েলটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0
966,অলিভ অয়েলটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0
967,অলিভ অয়েলটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0
968,অলিভ অয়েল টি ডেলিভারি পেয়েছি। ধন্যবাদ।,1
969,অলিভ অয়েল অনেক চমৎকার একটা প্রোডাক্ট।,2
970,অলিভ অয়েল টি সম্পর্কে নতুন করে বলার কিছু নেই।,1
971,অলিভ অয়েল এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।,2
972,অলিভ অয়েল ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2
973,অলিভ অয়েল ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2
974,অলিভ অয়েল টি সম্পর্কে নতুন করে বলার কিছু নেই।,1
975,অলিভ অয়েল টি সম্পর্কে নতুন করে বলার কিছু নেই।,1
976,অলিভ অয়েল টি ডেলিভারি পেয়েছি। ধন্যবাদ।,1
977,অলিভ অয়েল এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।,2
978,অলিভ অয়েল টি সম্পর্কে নতুন করে বলার কিছু নেই।,1
979,অলিভ অয়েল টি ডেলিভারি পেয়েছি। ধন্যবাদ।,1
980,অলিভ অয়েল টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0
981,অলিভ অয়েলটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0
982,অলিভ অয়েল টি ডেলিভারি পেয়েছি। ধন্যবাদ।,1
983,অলিভ অয়েল এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।,2
984,অলিভ অয়েল ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2
985,অলিভ অয়েল টি অনেক ভালো! আমি খুবই খুশি।,2
986,অলিভ অয়েল অনেক চমৎকার একটা প্রোডাক্ট।,2
987,অলিভ অয়েল টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।,0
988,অলিভ অয়েল টি যেমন আশা করেছিলাম তেমনই। ঠিকঠাক আছে।,1
989,অলিভ অয়েল এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।,2
990,অলিভ অয়েল টি হাতে পেয়েছি। মোটামুটি ভালো।,1
991,অলিভ অয়েল টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।,0
992,অলিভ অয়েল অনেক চমৎকার একটা প্রোডাক্ট।,2
993,অলিভ অয়েল টি ডেলিভারি পেয়েছি। ধন্যবাদ।,1
994,অলিভ অয়েল টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0
995,অলিভ অয়েল টি খুব কাজের। দাম অনুযায়ী দারুণ।,2
996,অলিভ অয়েল এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।,2
997,অলিভ অয়েল টি সম্পর্কে নতুন করে বলার কিছু নেই।,1
998,অলিভ অয়েলটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0
999,অলিভ অয়েল টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।,0
1000,অলিভ অয়েল টি অনেক ভালো! আমি খুবই খুশি।,2
1001,মেথি গুড়ো ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2
1002,মেথি গুড়ো অনেক চমৎকার একটা প্রোডাক্ট।,2
1003,মেথি গুড়ো টি খুব কাজের। দাম অনুযায়ী দারুণ।,2
1004,মেথি গুড়ো টি সম্পর্কে নতুন করে বলার কিছু নেই।,1
1005,মেথি গুড়োটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0
1006,মেথি গুড়ো এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।,2
1007,মেথি গুড়ো টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।,0
1008,মেথি গুড়ো ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2
1009,মেথি গুড়ো টি অনেক ভালো! আমি খুবই খুশি।,2
1010,মেথি গুড়ো টি যেমন আশা করেছিলাম তেমনই। ঠিকঠাক আছে।,1
1011,মেথি গুড়োটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0
1012,মেথি গুড়ো টি খুবই বাজে। একদম ভালো না।,0
1013,"মেথি গুড়ো ব্যবহার করছি, এখনো কোনো মতামত নেই।",1
1014,মেথি গুড়ো ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2
1015,মেথি গুড়ো টি সম্পর্কে নতুন করে বলার কিছু নেই।,1
1016,মেথি গুড়ো টি হাতে পেয়েছি। মোটামুটি ভালো।,1
1017,মেথি গুড়োটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0
1018,মেথি গুড়ো টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0
1019,মেথি গুড়ো টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0
1020,মেথি গুড়ো টি অনেক ভালো! আমি খুবই খুশি।,2
1021,মেথি গুড়ো টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।,0
1022,মেথি গুড়ো টি সম্পর্কে নতুন করে বলার কিছু নেই।,1
1023,মেথি গুড়ো টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0
1024,মেথি গুড়োটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0
1025,মেথি গুড়ো টি খুব কাজের। দাম অনুযায়ী দারুণ।,2
1026,মেথি গুড়োটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0
1027,মেথি গুড়ো ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2
1028,মেথি গুড়োটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0
1029,মেথি গুড়ো টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0
1030,মেথি গুড়োটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0
1031,মেথি গুড়ো ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2
1032,মেথি গুড়ো টি হাতে পেয়েছি। মোটামুটি ভালো।,1
1033,মেথি গুড়ো এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।,2
1034,"মেথি গুড়ো ব্যবহার করছি, এখনো কোনো মতামত নেই।",1
1035,মেথি গুড়ো টি সম্পর্কে নতুন করে বলার কিছু নেই।,1
1036,মেথি গুড়োটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0
1037,মেথি গুড়ো অনেক চমৎকার একটা প্রোডাক্ট।,2
1038,মেথি গুড়ো এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।,2
1039,মেথি গুড়ো টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0
1040,মেথি গুড়ো টি খুব কাজের। দাম অনুযায়ী দারুণ।,2
1041,মেথি গুড়োটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0
1042,মেথি গুড়ো টি হাতে পেয়েছি। মোটামুটি ভালো।,1
1043,"মেথি গুড়ো ব্যবহার করছি, এখনো কোনো মতামত নেই।",1
1044,মেথি গুড়ো টি ডেলিভারি পেয়েছি। ধন্যবাদ।,1
1045,মেথি গুড়ো টি খুব কাজের। দাম অনুযায়ী দারুণ।,2
1046,মেথি গুড়ো এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।,2
1047,মেথি গুড়ো অনেক চমৎকার একটা প্রোডাক্ট।,2
1048,মেথি গুড়োটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0
1049,মেথি গুড়ো টি খুব কাজের। দাম অনুযায়ী দারুণ।,2
1050,মেথি গুড়ো টি অনেক ভালো! আমি খুবই খুশি।,2
1051,মেথি গুড়োটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0
1052,মেথি গুড়ো টি সম্পর্কে নতুন করে বলার কিছু নেই।,1
1053,মেথি গুড়োটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0
1054,মেথি গুড়ো টি যেমন আশা করেছিলাম তেমনই। ঠিকঠাক আছে।,1
1055,"মেথি গুড়ো ব্যবহার করছি, এখনো কোনো মতামত নেই।",1
1056,মেথি গুড়ো টি সম্পর্কে নতুন করে বলার কিছু নেই।,1
1057,মেথি গুড়ো টি সম্পর্কে নতুন করে বলার কিছু নেই।,1
1058,মেথি গুড়ো টি অনেক ভালো! আমি খুবই খুশি।,2
1059,মেথি গুড়ো টি হাতে পেয়েছি। মোটামুটি ভালো।,1
1060,মেথি গুড়ো টি সম্পর্কে নতুন করে বলার কিছু নেই।,1
1061,মেথি গুড়ো টি সম্পর্কে নতুন করে বলার কিছু নেই।,1
1062,মেথি গুড়ো টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0
1063,মেথি গুড়ো ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2
1064,মেথি গুড়ো টি অনেক ভালো! আমি খুবই খুশি।,2
1065,মেথি গুড়ো টি ডেলিভারি পেয়েছি। ধন্যবাদ।,1
1066,মেথি গুড়োটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0
1067,মেথি গুড়ো টি অনেক ভালো! আমি খুবই খুশি।,2
1068,মেথি গুড়ো অনেক চমৎকার একটা প্রোডাক্ট।,2
1069,মেথি গুড়ো ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2
1070,"মেথি গুড়ো ব্যবহার করছি, এখনো কোনো মতামত নেই।",1
1071,মেথি গুড়ো অনেক চমৎকার একটা প্রোডাক্ট।,2
1072,মেথি গুড়ো টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0
1073,মেথি গুড়ো অনেক চমৎকার একটা প্রোডাক্ট।,2
1074,মেথি গুড়ো টি ডেলিভারি পেয়েছি। ধন্যবাদ।,1
1075,মেথি গুড়োটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0
